"Specialized Traces WorkflowID"	"Specialized Traces ID"	"Checked"	"File ID"	"TraceDetector Type"	"Description"	"Scan Filter"	"Spectrum File"
"-116"	"90"	"False"	"F45"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_E3.raw"
"-116"	"91"	"False"	"F46"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_E4.raw"
"-116"	"92"	"False"	"F46"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_E4.raw"
"-116"	"93"	"False"	"F47"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_F4.raw"
"-116"	"94"	"False"	"F47"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_F4.raw"
"-116"	"95"	"False"	"F48"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_G4.raw"
"-116"	"96"	"False"	"F48"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_G4.raw"
"-116"	"97"	"False"	"F49"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_H3.raw"
"-116"	"98"	"False"	"F49"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_H3.raw"
"-116"	"99"	"False"	"F50"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_I2.raw"
"-116"	"100"	"False"	"F50"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_I2.raw"
"-116"	"101"	"False"	"F51"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH1_I3.raw"
