"Proteins Unique Sequence ID"	"Protein Groups Protein Group ID"
"-8265724560765906942"	"210"
"7367615421387894087"	"3459"
"-8826640121646055106"	"79"
"-474422990152712875"	"1829"
"-2220573577254265356"	"1484"
"3647234260862617095"	"2643"
"6174880606405183757"	"3210"
"-2857218708684993243"	"1348"
"-1669243048092869257"	"1605"
"2769512896140685031"	"2469"
"-6640745081908687038"	"561"
"2871409492107911452"	"2493"
"-1068600970013118283"	"1702"
"1332536426068475570"	"2192"
"-2284419351976775603"	"1469"
"1612740361905663696"	"2249"
"-2594119076297966158"	"1402"
"8766016140567224551"	"3758"
"-6182186368676627238"	"647"
"5313402656067691101"	"3015"
"4893836570063627970"	"2913"
"-179294617419103417"	"1877"
"3499849658499644306"	"2613"
"5656717572997732758"	"3098"
"-8654613729152941586"	"121"
"-2333470476748255408"	"1449"
"2014587900474496052"	"2336"
"-6096160842803463632"	"665"
"7314293489291001232"	"3447"
"6201262043542307507"	"3218"
"-5330197461004945407"	"841"
"7827642572833014462"	"3554"
"-6403678717829717744"	"609"
"4361926129006051556"	"2811"
"5219092479354345629"	"2992"
"-6687870354662644574"	"553"
"-6623999782056256246"	"565"
"4878144000314540155"	"2907"
"-1721823371863977969"	"1591"
"-3676225974724489617"	"1179"
"-3873794915793825420"	"1146"
"729714306402912246"	"2080"
"6438294564185077030"	"3255"
"3056061449621508521"	"2524"
"-1822360151641721881"	"1574"
"7950271419257628424"	"3576"
"-3113703590403153606"	"1291"
"5909350322516910922"	"3151"
"4684437010104716316"	"2869"
"-4560958255263081327"	"1016"
"2009664634068227911"	"2335"
"-5077624206486076316"	"894"
"-5457086219515973345"	"812"
"-8205402772660812187"	"225"
"3854455294821174963"	"2682"
"-105519067553436175"	"1901"
"155528844813379728"	"1957"
"-1274454583938442817"	"1665"
"-4044629129436372468"	"1108"
"905993394095765971"	"2115"
"5880366580113497086"	"3145"
"1428811385271777844"	"2215"
"1944955918091712504"	"2311"
"-1867979165553067313"	"1558"
"4600920651766906085"	"2857"
"-4396257609671438072"	"1049"
"33731746096027930"	"1933"
"-1334923261795063167"	"1659"
"1215992806615664746"	"2169"
"4735904607346551570"	"2877"
"-6470269132294442760"	"595"
"1112180940687261840"	"2154"
"-1351774447437735542"	"1656"
"-6442873191784740439"	"603"
"2558659697255910600"	"2427"
"-1150602487247342071"	"1685"
"4502753596309464620"	"2845"
"5573566891233996467"	"3075"
"8976168612742678464"	"3797"
"-3848013820683190995"	"1151"
"4449270274494765411"	"2829"
"-6229866583710047273"	"637"
"8725302829576246174"	"3747"
"-6692075332981007833"	"552"
"4994086141420822230"	"2933"
"-8474719942598486325"	"166"
"-3898514892745387487"	"1142"
"-7162602832382169712"	"446"
"8561643854279228847"	"3712"
"3596151466959216240"	"2632"
"3090295747624370230"	"2530"
"-101820050033511890"	"1902"
"-1684590373995147366"	"1601"
"-6214174112264374092"	"639"
"-3003909500726814877"	"1312"
"-4000962258629935056"	"1117"
"-7210504404319708374"	"432"
"4321322024900282876"	"2799"
"-7190222159830229495"	"437"
"1254845465696571311"	"2178"
"5761790178817742854"	"3117"
"-7426540496609801343"	"398"
"1040458896990308382"	"2139"
"2095194651549531862"	"2353"
"-605516703707133685"	"1802"
"6651474207255838610"	"3300"
"-1604052202135203910"	"1616"
"-2629792950046784631"	"1390"
"3211480978683405727"	"2559"
"-61842363996650095"	"1916"
"-6529775950404904251"	"586"
"7121476777469684663"	"3392"
"6950244637905263726"	"3357"
"-7689745804882425318"	"338"
"-4879961638611313513"	"938"
"-3468928122779261644"	"1217"
"-3125031583536319160"	"1289"
"5204356946709841382"	"2985"
"-5599713626536479165"	"779"
"-3841868444462991779"	"1152"
"6343350754074728938"	"3240"
"6048249212605468111"	"3178"
"-2661255315618113722"	"1384"
"6049594169438393906"	"3179"
"4880486272005402543"	"2909"
"7234885358333908901"	"3428"
"6432358186010666894"	"3254"
"-8421327367253162296"	"178"
"7523949865199722082"	"3495"
"-5097662091813912850"	"889"
"-6950247271112546932"	"498"
"350297391460659300"	"1994"
"-3785691322693480288"	"1161"
"3761626498643372027"	"2661"
"-5795774045568999421"	"733"
"508361359361041752"	"2023"
"6440494837518419053"	"3256"
"3530888468156294697"	"2621"
"-4376826800388189935"	"1054"
"9078739343281468002"	"3823"
"5134426129896327481"	"2966"
"-4410933930265088231"	"1044"
"9112422287150277156"	"3827"
"-5308082143838358470"	"846"
"3893915452985841051"	"2693"
"4637087941136759499"	"2864"
"-4853611610042411436"	"948"
"7211345083341158849"	"3413"
"6360176631635833399"	"3243"
"-4476528208765438767"	"1035"
"-3208052669097016746"	"1270"
"-3665297553564584146"	"1182"
"-4287058177622287432"	"1068"
"-9218003044822153883"	"2"
"-9156008622112763750"	"16"
"-4395241715335713801"	"1050"
"-5723353511819689268"	"745"
"17737275167797396"	"1930"
"-9069432479560653681"	"38"
"-6716088986514922399"	"547"
"-3152037375536322199"	"1282"
"4042599809143997038"	"2735"
"5430220103658382973"	"3049"
"-8595092831186639682"	"137"
"-1583280322088088435"	"1620"
"-294736394566280624"	"1857"
"4306036841848923980"	"2792"
"-3137976061761612537"	"1286"
"-1376480877538073283"	"1651"
"-2273417600798469774"	"1470"
"-7796029159767103116"	"321"
"8931129366725922865"	"3789"
"2129054283155624855"	"2360"
"5299507636150983864"	"3011"
"2578313671987633971"	"2431"
"8472410284542291541"	"3690"
"-7043642977461230788"	"474"
"550691139419414253"	"2032"
"-3037731205086659877"	"1307"
"-8332128719972757989"	"192"
"-7438852567896609676"	"394"
"779852501093026521"	"2098"
"6670278986062403757"	"3304"
"-5628662921146722487"	"766"
"5949671281598126574"	"3157"
"3546401136209877532"	"2625"
"6087199310060456450"	"3188"
"-760164987543450457"	"1772"
"-3408450596310404748"	"1225"
"-4517606527837170781"	"1029"
"-378984088295691653"	"1845"
"6169220786897849812"	"3207"
"5422158606125759469"	"3048"
"-8857038607970442570"	"74"
"-8950408743700017704"	"61"
"8567632749878033239"	"3715"
"487381900913570393"	"2019"
"-5725917965276375707"	"744"
"-6781148619442232898"	"531"
"2120449807322374936"	"2359"
"44025785413676809"	"1934"
"7504895636389847438"	"3491"
"-146230353807069174"	"1886"
"-8359461907125472625"	"186"
"1483529755144940188"	"2225"
"4503550903694701286"	"2846"
"1530625692360911706"	"2233"
"5208446995115017732"	"2986"
"-8882666347281850930"	"70"
"-7845595134204648988"	"308"
"1516272036315922492"	"2230"
"8213530415283437885"	"3626"
"1718244645714628913"	"2274"
"-7637669709604963095"	"350"
"-145222249138625553"	"1888"
"-1575206036117319314"	"1622"
"-5580276988445410408"	"784"
"-4925331307854051957"	"928"
"1383299506835269053"	"2206"
"-7564071337663163246"	"363"
"-6989686145318527776"	"487"
"-6346583217180848630"	"616"
"2648921608470054018"	"2448"
"7638543548033193713"	"3522"
"779708130048871486"	"2097"
"-4945442823809026460"	"924"
"3985188646102169391"	"2718"
"-7600150267788551499"	"357"
"7662049170687489427"	"3525"
"-2537127350626285919"	"1411"
"-3054532643706144768"	"1303"
"-7172207260123364247"	"444"
"8231006987563487630"	"3630"
"-823041984393634953"	"1758"
"-4947006948109616021"	"923"
"4144825825708313706"	"2755"
"-6667774858643488951"	"557"
"2751730392985219929"	"2466"
"7915311945115274700"	"3569"
"4764020307768204184"	"2882"
"4060364465058462245"	"2740"
"-3533689105478908948"	"1208"
"7356302297912569782"	"3458"
"4704340040215325088"	"2874"
"-3194956700439507601"	"1273"
"875070389354990237"	"2110"
"-2091961222017639990"	"1508"
"-9086652691068798717"	"36"
"7644877244443849971"	"3523"
"-4353551603118957972"	"1058"
"-6157153298590242054"	"652"
"-7181464862980127615"	"441"
"-8357658854123366068"	"187"
"-7603913648578901731"	"356"
"-8217852517475646555"	"219"
"-3530209516211162637"	"1210"
"-6100436114582122401"	"664"
"-7694143023947037177"	"337"
"-7104112355135180301"	"457"
"5356440792729817096"	"3026"
"-5798455748512586853"	"729"
"4157656339858492497"	"2760"
"-115181160460478952"	"1898"
"-3544092344489090561"	"1204"
"-2753373290981074159"	"1375"
"-1613020186810912136"	"1613"
"5188184621199488866"	"2980"
"-4839945324263831738"	"955"
"-1270194887050037302"	"1666"
"5644554619979627576"	"3094"
"-8952953409399985954"	"60"
"-4924569590128903460"	"930"
"4261439205867451235"	"2783"
"-2125908269399926840"	"1503"
"8995657341512938219"	"3803"
"8730523960052608716"	"3749"
"7338451157516248926"	"3456"
"-8512684419442897423"	"156"
"-8547587141624532923"	"151"
"5007041047885357347"	"2939"
"5235213345735996792"	"2998"
"-8285089334394207834"	"205"
"7075703887839209806"	"3385"
"-8778274040303135489"	"95"
"-253239951813173210"	"1864"
"-1669899273063133091"	"1604"
"-5965687288212214297"	"696"
"738970082796446266"	"2083"
"-7785225310514612646"	"324"
"2077357553309592028"	"2346"
"-4805951626840685734"	"964"
"-726538263945454181"	"1780"
"-6527665309278316816"	"588"
"8590032029601755120"	"3721"
"-5453029631849906368"	"814"
"636638520442762569"	"2053"
"-5797732752713602243"	"732"
"6910881260683280979"	"3345"
"-3391234540397172253"	"1230"
"-5686932688211905666"	"754"
"3586034237824916844"	"2631"
"8460064629514417310"	"3687"
"-4235464357787345308"	"1080"
"-7463196673493200714"	"389"
"-3371961539938126087"	"1235"
"-3344595424207440426"	"1242"
"-4248741172720899665"	"1076"
"155133754937223753"	"1956"
"-5768546020460865093"	"738"
"8127348192762311520"	"3609"
"-3292354779633865334"	"1253"
"-815619529761870657"	"1760"
"-8021819990662325449"	"268"
"-329240465840991374"	"1854"
"1450384486208506068"	"2219"
"2447510198658431817"	"2411"
"-2432804731068903479"	"1431"
"7824294183353619895"	"3553"
"4234558439794556747"	"2774"
"-11327904792231093"	"1924"
"-1862365170183324257"	"1562"
"-7474037307863270970"	"387"
"-7755566090060093643"	"325"
"4988344905656775202"	"2930"
"-1907773996049463670"	"1546"
"-5299456138050834551"	"850"
"275596885495269995"	"1981"
"-6522565155918942701"	"589"
"3786369172385558853"	"2667"
"-2789562012755780317"	"1363"
"-9193624318579361527"	"9"
"-3324031393637842436"	"1245"
"965270540937199853"	"2126"
"7698628990297234698"	"3532"
"-2064398730154585057"	"1515"
"-6698557715673705148"	"551"
"-797883048737314171"	"1762"
"8998868825977106546"	"3805"
"-4076214252454433299"	"1104"
"2383613337026514959"	"2395"
"-5163980209620091115"	"877"
"5539470002617871814"	"3067"
"9054842598653444166"	"3819"
"1785172786280045072"	"2286"
"-2894972574115964479"	"1340"
"7245763616426795722"	"3432"
"-2771631356277906494"	"1367"
"-558081350695480590"	"1813"
"-8479423548841098522"	"164"
"5353080058123146461"	"3025"
"7482655995969634953"	"3488"
"-4846658872779087383"	"951"
"-4048246386295190521"	"1107"
"5859818642723021868"	"3141"
"3771039295331557619"	"2663"
"-6755213045612558311"	"535"
"8981469479003528624"	"3801"
"6640986681869860573"	"3298"
"7598274604461767952"	"3515"
"7583524308725557668"	"3511"
"6302515266357767192"	"3238"
"-3338411764392514561"	"1244"
"-5357648313694038384"	"839"
"-6565119968553589157"	"582"
"-3244602120666373947"	"1264"
"2821733550000515702"	"2478"
"-1190260410723795831"	"1679"
"2090056744686310378"	"2352"
"-4149430532130191750"	"1091"
"2369521365576804156"	"2393"
"7312941423538826307"	"3446"
"-4711102938057998036"	"976"
"1344142120960836563"	"2194"
"-2799145337949175211"	"1362"
"9116145290149312693"	"3828"
"8478464526021050190"	"3694"
"-4061147392346931585"	"1105"
"-1765603175490297548"	"1585"
"394232053154577892"	"2003"
"4941949011388600865"	"2921"
"5950688437789861846"	"3159"
"8206347650273111002"	"3625"
"-7824590419555307181"	"310"
"-644721245290312006"	"1795"
"-4835883825689200365"	"958"
"1614464300928510251"	"2250"
"-1845786618234347704"	"1564"
"7105726009165371323"	"3391"
"-5526079506929447963"	"796"
"7060921209574590531"	"3379"
"-956583544951272797"	"1733"
"8531201272546720497"	"3707"
"3703372283530206058"	"2654"
"7145553044462341407"	"3396"
"-8718473415120973367"	"113"
"-5982176321518383"	"1926"
"-5469246297971201094"	"808"
"5014851106120830201"	"2940"
"-1734934898581359440"	"1590"
"-4008597227928107459"	"1113"
"6271910638518906992"	"3233"
"529818675588363220"	"2030"
"3460049962588220827"	"2609"
"6094529598036827804"	"3191"
"7191549175712776590"	"3410"
"5216339322949848557"	"2990"
"8760192209186557782"	"3757"
"-7824521577804774203"	"311"
"6073254106150692843"	"3182"
"-3984777124948273039"	"1121"
"-6467566476375476721"	"598"
"-8781078747776304120"	"93"
"8759113245393669348"	"3756"
"-3197858597980699967"	"1271"
"5641207754234897297"	"3092"
"-4270469872895775414"	"1071"
"-2849777412656735708"	"1349"
"3805865599051884594"	"2671"
"4778122268276291111"	"2887"
"-8001945499400243229"	"273"
"8869464350434744721"	"3778"
"7855128710481582123"	"3557"
"4010780836197462310"	"2726"
"877971590202694443"	"2111"
"-5242933546907133397"	"857"
"-4852741013431453546"	"949"
"606148927883674097"	"2046"
"-3464884523288308990"	"1218"
"8454971752249747449"	"3686"
"6636555355274069790"	"3295"
"-2140063369454879572"	"1500"
"4847329680640326989"	"2901"
"8110306690791428834"	"3600"
"-6270565792586481652"	"626"
"-7071014728097244949"	"468"
"-8942814265025091180"	"62"
"4950317330528062097"	"2924"
"1970257073034718295"	"2320"
"-9010932242184779008"	"48"
"274876564336853802"	"1980"
"-7331601319371966852"	"415"
"3175311613488736245"	"2545"
"469142345215753577"	"2013"
"3876031868592723516"	"2687"
"-7491273576453503015"	"380"
"-4990507016878311040"	"910"
"-700726988884900620"	"1783"
"5735228591980069382"	"3112"
"-1162437005396674229"	"1684"
"2002470481848011023"	"2332"
"-2830448209821531490"	"1356"
"-1655669329646535509"	"1607"
"-5291582701521508391"	"851"
"-2667466145755123608"	"1383"
"3153714913884480543"	"2542"
"-5921429182500705176"	"702"
"7197647763963840920"	"3411"
"7534759113121094513"	"3500"
"-3143517004493314389"	"1284"
"-6289103138971436577"	"624"
"-4943228809179220327"	"925"
"1737787773374733673"	"2281"
"-6588464217400974604"	"574"
"8476408954853743053"	"3693"
"683503187076847751"	"2066"
"8611257715597886633"	"3725"
"9194587147899025830"	"3848"
"-1940412608894295944"	"1541"
"-5390707735378390925"	"828"
"1858767456070720034"	"2295"
"-5641519450922138293"	"764"
"-7999052709415313169"	"274"
"-4838568104168178339"	"956"
"2283450593618715734"	"2386"
"-4391035290481489503"	"1051"
"6271968905262141895"	"3234"
"-7485362868972298733"	"383"
"3677224009341935597"	"2652"
"-8027894993262294813"	"264"
"-8622361133611111311"	"131"
"-5963327272028779235"	"698"
"6115802108714275107"	"3197"
"-559088974634696514"	"1812"
"5833035186099414895"	"3134"
"1328397515797573102"	"2189"
"-8894400129343683729"	"68"
"5127202403856341227"	"2965"
"8114162095880212588"	"3601"
"-228772176721817864"	"1868"
"7577290039520808776"	"3510"
"-7605118544862910658"	"355"
"6721497203732723661"	"3314"
"-4979023771098878590"	"912"
"-4154792399073788951"	"1090"
"9039531916700430283"	"3816"
"7800791673536884834"	"3548"
"1799847195195984928"	"2287"
"9004295546409196846"	"3808"
"4397536938893978881"	"2819"
"1913289419168086296"	"2306"
"-508494988063673287"	"1820"
"6883226900925947322"	"3340"
"7225862634974144158"	"3423"
"-8998736333335138172"	"51"
"1978965257736533934"	"2323"
"5364683920046459506"	"3029"
"-8787657634019778386"	"89"
"4753996086079646907"	"2880"
"-4387362286314672482"	"1053"
"3145308466496445964"	"2539"
"5296989858477966026"	"3010"
"-377515032386624778"	"1846"
"-327475496585371320"	"1855"
"-9120451514636770754"	"27"
"-1773607396615155691"	"1584"
"3478663416261510105"	"2610"
"-932703795777546839"	"1737"
"168028196310307257"	"1960"
"-5002389570728630339"	"908"
"-1789067979643489698"	"1580"
"6901270763620924094"	"3342"
"-7806294032372270057"	"318"
"4839928451091067667"	"2899"
"-4972524321603701932"	"915"
"4488321658730560835"	"2840"
"5417947325093162762"	"3046"
"208143562843118343"	"1966"
"990936575845663147"	"2135"
"-2238479499176412626"	"1478"
"6124474899174263242"	"3202"
"-3067082233610559279"	"1299"
"-4967759419043337591"	"919"
"-3532720828751184257"	"1209"
"-9097180626489517250"	"34"
"8335740267375587213"	"3654"
"481511711383831724"	"2017"
"5653084663226725114"	"3095"
"7697340015663074004"	"3530"
"1058361017873513588"	"2145"
"3629072451512354259"	"2639"
"-2508313563334935596"	"1416"
"1450891647387080638"	"2220"
"6880910362631698589"	"3339"
"-1233301175711817625"	"1672"
"-5762043181650020657"	"740"
"-2160621710341352314"	"1494"
"-1347928425928225454"	"1657"
"-1051974243482830997"	"1705"
"4099103662110185134"	"2746"
"-2687954280174469052"	"1382"
"-9217624131527771053"	"3"
"-6528342238616596443"	"587"
"5392809055104241363"	"3038"
"-895527807797415596"	"1745"
"-2219235455752224995"	"1485"
"4697106387219567458"	"2872"
"4840144574249444642"	"2900"
"4427751732173954290"	"2822"
"-8843415988459270294"	"77"
"-7195591263418847915"	"436"
"3441790046039018783"	"2605"
"126204850056993689"	"1951"
"3286506536231380161"	"2577"
"2594801350968766228"	"2434"
"-7747633478491734615"	"326"
"5100891898626735389"	"2959"
"-2817610694198924296"	"1359"
"-2213964009562645664"	"1488"
"-5564485370032939878"	"789"
"8578292805874297612"	"3717"
"8595633984951094053"	"3723"
"8304538899155548968"	"3647"
"-6769080269671987288"	"532"
"193290723324093172"	"1962"
"1855541352356264056"	"2294"
"-6123043622142940735"	"659"
"-3000409602916512702"	"1314"
"7546150518504420539"	"3502"
"-7563735417890983721"	"364"
"4334840059881177708"	"2803"
"3348063048302493190"	"2592"
"1908270249902800016"	"2305"
"1566744170526730260"	"2242"
"6978617919950458725"	"3364"
"-7380698507310522757"	"407"
"977303473456170265"	"2127"
"6046637392756081684"	"3177"
"-8144155955974209704"	"240"
"8905060599663970094"	"3785"
"5912307548831863099"	"3152"
"-796628633734857382"	"1764"
"1879572300533481287"	"2303"
"-5660529774365684631"	"756"
"-8207864549745438201"	"224"
"3335218336630157461"	"2589"
"-4487628495145980375"	"1033"
"3891878783684392648"	"2692"
"-507762156530799771"	"1821"
"7099090004337322375"	"3389"
"7752521321789384052"	"3544"
"-4497117085705849008"	"1031"
"8996560858233053645"	"3804"
"9158883592383283846"	"3835"
"-7100137965290358990"	"459"
"2603038438233403212"	"2436"
"4701772359172858038"	"2873"
"980650416735823729"	"2129"
"545380139494389775"	"2031"
"9201428938326541883"	"3850"
"4562553461680680521"	"2853"
"8312610725791659305"	"3648"
"-2410269861090895387"	"1436"
"-2196461866191852716"	"1489"
"3107110472416444838"	"2535"
"4314325281228425264"	"2796"
"-994823259514569156"	"1727"
"-7144530855907264984"	"451"
"6206295065036793227"	"3219"
"9189940377941500292"	"3844"
"-4187498386560228473"	"1083"
"-3757999433169180156"	"1166"
"1709691025135321684"	"2271"
"-7040769112947432832"	"476"
"5197563919464376950"	"2984"
"-8758472197852487716"	"102"
"-7145479494712382587"	"450"
"-3862869163996360692"	"1148"
"6488215566914830447"	"3264"
"4014732936272449079"	"2727"
"2616426161905977358"	"2440"
"4224605817431316350"	"2770"
"1386453636298102119"	"2207"
"-5915355530920662935"	"703"
"-3177331402937658839"	"1276"
"-9132635867397603913"	"23"
"-5305151798806457032"	"847"
"251061513679775242"	"1973"
"6940581547763936040"	"3354"
"7053379414769105992"	"3376"
"6689030380433317187"	"3309"
"-3398368541231744209"	"1228"
"7629412907813045008"	"3518"
"-5219962160653880547"	"864"
"-5779198879907914861"	"737"
"2553580335618676670"	"2426"
"5445153744432439581"	"3051"
"4066776278631376418"	"2742"
"3497199974885214414"	"2612"
"-1042758069650355688"	"1708"
"4003826422992493976"	"2723"
"3313635736816900772"	"2585"
"-5130532040742567239"	"883"
"-3191297454369684242"	"1274"
"978357741075337008"	"2128"
"1749149961980637251"	"2282"
"-2311027039317612116"	"1456"
"-852377223734167343"	"1752"
"-1901322686263979467"	"1547"
"4947084340596136770"	"2923"
"-2487454136105376661"	"1421"
"8376018715288755929"	"3668"
"-6091940501454683011"	"666"
"1246725161313167467"	"2176"
"-238819402127130392"	"1866"
"-8211975543562738760"	"222"
"-4120045240000553777"	"1097"
"-8582055952074288165"	"141"
"-4996953049836216410"	"909"
"-6002739480164065296"	"683"
"-5786559644591861955"	"736"
"7331213768411445402"	"3453"
"-5422261764092794311"	"823"
"5564362200897381814"	"3072"
"3075207303668690710"	"2526"
"-8242626749563967556"	"213"
"-5229500280398030060"	"863"
"5279606303405418158"	"3007"
"-6455184460611174421"	"600"
"-8924977220298440639"	"66"
"-1305254595527539954"	"1662"
"-6291197193463572880"	"623"
"-930823423680918184"	"1738"
"7722178459817833286"	"3536"
"-3408617602849881412"	"1224"
"-1690296340352318728"	"1600"
"7294352330531963904"	"3441"
"7245996186734783627"	"3433"
"4997024104720897707"	"2936"
"-9049384549902180349"	"43"
"-4838480320139969571"	"957"
"-5840686282858320535"	"720"
"-8172346971524846949"	"233"
"1998281689750586352"	"2329"
"2863197479310684416"	"2488"
"-6888861531159930886"	"516"
"-6447964159336659836"	"601"
"6357940730631294206"	"3242"
"6546161136539191079"	"3277"
"2170038667873591835"	"2366"
"-1314773965349869651"	"1661"
"7930181849500731229"	"3571"
"-5036178333900895591"	"901"
"1129924987406658377"	"2157"
"3633735477372198459"	"2641"
"6821659264702231707"	"3329"
"-4633912985078584352"	"997"
"-2382558777454412534"	"1440"
"-6035879408704882063"	"679"
"-3294551826965585137"	"1251"
"-832536973652725080"	"1756"
"-3902641514385650329"	"1140"
"-6945972540220555835"	"500"
"-3900222361442913310"	"1141"
"621836974049986451"	"2050"
"-7385239714601998311"	"404"
"1164349567664326506"	"2163"
"-6205796797264401430"	"642"
"-579275288277334412"	"1806"
"4063662808380045850"	"2741"
"7171798116455752820"	"3400"
"652466818170242457"	"2054"
"6598258105920115633"	"3290"
"5758316461638693187"	"3116"
"7140671546610633014"	"3395"
"-7848560432404461068"	"306"
"-3949096695489977400"	"1130"
"2958719848471143183"	"2509"
"-4718241360391539414"	"975"
"4783590985173723979"	"2889"
"-5697914900789617779"	"753"
"7228226931451830335"	"3425"
"5145837311521029190"	"2972"
"-7954900710095560945"	"285"
"8959755046282968035"	"3794"
"-4088167174397650062"	"1100"
"-2438255133986472284"	"1428"
"-1991199370327280785"	"1534"
"-4654281222100761298"	"991"
"-9206715723484579630"	"6"
"-843135532772952093"	"1755"
"-1430630236195681165"	"1641"
"6499977501869587389"	"3269"
"-7339077215068731595"	"413"
"-7097724274168326665"	"460"
"902173298001486169"	"2114"
"-7369563390658141420"	"409"
"-2298724030714644089"	"1465"
"4730744263350656979"	"2876"
"784332711560809760"	"2099"
"8719462215085106760"	"3743"
"-1191576538122750936"	"1678"
"-4188399694065697939"	"1082"
"3934808494784224808"	"2700"
"3527600213539074294"	"2620"
"6765040120545487283"	"3324"
"-4425528188892704828"	"1040"
"-163153293796965969"	"1881"
"-7958656260240775138"	"283"
"-5155365173843636052"	"880"
"-1396372760161625634"	"1646"
"6560606915202490238"	"3282"
"206335392682654955"	"1965"
"-8796563562417500540"	"87"
"-6617363665130661336"	"568"
"5616367941086101468"	"3082"
"5402441647647125323"	"3039"
"8342243932904844919"	"3657"
"-823981804521467878"	"1757"
"8586713697824146806"	"3718"
"-1427308723382186674"	"1642"
"-7256809200695467141"	"427"
"5891546535660205639"	"3146"
"1808249622791758823"	"2288"
"-5845419377566949929"	"718"
"2805084755290845876"	"2475"
"3981645766527825606"	"2717"
"-6843403857140785601"	"520"
"-3235762539968315400"	"1267"
"6507340278371623609"	"3270"
"-8769135798573244061"	"99"
"3073317532419455068"	"2525"
"-1532626323839813541"	"1626"
"-7918100123629271451"	"291"
"6933649257231024003"	"3351"
"-6385363124040609264"	"612"
"1371524125527115551"	"2204"
"1141936988023863748"	"2161"
"144982604897555779"	"1954"
"-274346279625731140"	"1859"
"5416625589352091671"	"3044"
"961314597478386434"	"2124"
"3200179838073860903"	"2555"
"4023730213020721894"	"2730"
"-4634668291009869452"	"995"
"-81494833362564834"	"1910"
"777273144622755670"	"2096"
"-2006906941817689569"	"1532"
"7222850354556005820"	"3418"
"-9137940566133696030"	"21"
"4848628119440074227"	"2903"
"3916053550852325931"	"2697"
"-6603036499622523787"	"572"
"1650974207865814862"	"2258"
"8980263924004467581"	"3800"
"6955307407812846487"	"3359"
"8788472230308956"	"1929"
"3427861429656696180"	"2604"
"-6620262880976823344"	"567"
"8387303708123169852"	"3671"
"-85947466489749765"	"1909"
"-5652857945915371988"	"760"
"217416082876923675"	"1969"
"5857660237806613264"	"3140"
"-3741910088829308609"	"1167"
"-5896962611559729209"	"707"
"-4888368935124008827"	"936"
"5327705833801287144"	"3019"
"-2983241461472989135"	"1320"
"-154520297388586765"	"1884"
"3678214923131327318"	"2653"
"-2024751910913563034"	"1526"
"2507883408374064742"	"2421"
"6951662385965048485"	"3358"
"108491433269500243"	"1944"
"-4302556008406665398"	"1065"
"-3718906404474103384"	"1171"
"-1246556582121742605"	"1670"
"-7202922108567294127"	"433"
"4312348682051716685"	"2795"
"4105891971376442468"	"2747"
"2537256539623357210"	"2424"
"-5836561258245124912"	"721"
"-8300178027695563917"	"198"
"-127619785813553738"	"1895"
"7469427958651967746"	"3484"
"7589862746651834702"	"3513"
"-8745998782382622400"	"106"
"-238548380464884829"	"1867"
"2107690767117566608"	"2358"
"8122664404387137367"	"3606"
"4549685978582378632"	"2850"
"5417466030528514959"	"3045"
"5504785154014210479"	"3060"
"4342326397945372791"	"2806"
"-7261913870359179685"	"426"
"-3266332044031462775"	"1257"
"7945611468628581935"	"3575"
"9198167910452048535"	"3849"
"52020500018808800"	"1935"
"-1824011876683044668"	"1571"
"748867624032995252"	"2087"
"-2520392851407789687"	"1414"
"-3098195104215073585"	"1293"
"-145550136287306002"	"1887"
"-6440689549983686205"	"605"
"4970453667170528269"	"2927"
"7273003467290879098"	"3439"
"-7852506099469631666"	"304"
"-1442767466828103326"	"1637"
"-6750207652327358618"	"538"
"-1084161266970488512"	"1698"
"-2214301499697937672"	"1487"
"2780012699029809096"	"2471"
"-242309002880936469"	"1865"
"-6339130511385249257"	"620"
"2674436889027733514"	"2454"
"2457834817562912062"	"2413"
"-9017441724464678679"	"46"
"-5628427782035597939"	"767"
"-2473277628257978921"	"1423"
"4254593612476960216"	"2780"
"7240944493038279722"	"3430"
"-399927801451980580"	"1840"
"3320992659371118958"	"2586"
"7174546951627722490"	"3405"
"-8313353163298580559"	"195"
"6956886752181187117"	"3360"
"8802052166726839277"	"3764"
"-7059157821591111272"	"470"
"-3047256734949413700"	"1304"
"-7363542337896916296"	"410"
"2434880403788298444"	"2410"
"6853752766827675942"	"3336"
"-5604354164667528726"	"778"
"-7328219287373480262"	"416"
"-3372054881013806202"	"1234"
"6576269532483738516"	"3285"
"-7543040224215837261"	"371"
"5146194763557846941"	"2973"
"-2473622748517955270"	"1422"
"2890344552958539961"	"2496"
"295356722402946322"	"1986"
"-3575991461264525713"	"1196"
"-6516256583906589301"	"590"
"-5703778072310238355"	"751"
"-8321804652329171157"	"193"
"-2042624166391028682"	"1519"
"-3161881869701219173"	"1278"
"-917272071926626278"	"1740"
"-7529838149184307642"	"373"
"5517999105151406307"	"3063"
"5690407567518484702"	"3104"
"-6735907081845110604"	"541"
"3509057874585176951"	"2617"
"157541479094675987"	"1958"
"-8489357358395881882"	"161"
"-3574208382527803870"	"1197"
"5987314834012537405"	"3166"
"-1911741891991956456"	"1545"
"-7376822484090122143"	"408"
"-2299067407351932215"	"1464"
"5403198551536365946"	"3040"
"1710541814749781042"	"2272"
"-4682343242687865588"	"985"
"2618292350510681851"	"2441"
"6416729022397374508"	"3250"
"5860849982034318892"	"3142"
"6933748794683119105"	"3352"
"9111890562794355109"	"3826"
"8767729618822811067"	"3760"
"5096154960786735165"	"2958"
"5508614142316919457"	"3061"
