"Protein Groups Protein Group ID"	"Peptide Groups Peptide Group ID"
"3377"	"117449"
"3377"	"120383"
"3377"	"111863"
"3377"	"110723"
"3377"	"135015"
"3377"	"134694"
"3377"	"135625"
"3377"	"94777"
"3377"	"96509"
"3377"	"95751"
"3377"	"89699"
"3377"	"173951"
"3377"	"169298"
"3377"	"185102"
"3377"	"185871"
"3377"	"184946"
"3377"	"178799"
"3377"	"142221"
"3377"	"167463"
"3377"	"33423"
"3377"	"30941"
"3377"	"25433"
"3377"	"6974"
"3377"	"1073"
"3377"	"3329"
"3377"	"53647"
"3377"	"46109"
"3377"	"118472"
"3377"	"17769"
"3377"	"20822"
"3377"	"70763"
"3377"	"105323"
"3377"	"103439"
"3795"	"112175"
"3795"	"112562"
"3795"	"112583"
"3795"	"110104"
"3795"	"111052"
"3795"	"129088"
"3795"	"88911"
"3795"	"98018"
"3795"	"168872"
"3795"	"171737"
"3795"	"185687"
"3795"	"181202"
"3795"	"147187"
"3795"	"147447"
"3795"	"142507"
"3795"	"140413"
"3795"	"161694"
"3795"	"39524"
"3795"	"5752"
"3795"	"1071"
"3795"	"16162"
"3795"	"58824"
"3795"	"52565"
"3795"	"70324"
"3795"	"153223"
"3795"	"54178"
"3795"	"178127"
"3795"	"135634"
"3795"	"13325"
"3795"	"3797"
"3795"	"178340"
"3795"	"139387"
"3795"	"41190"
"1710"	"117801"
"1710"	"111930"
"1710"	"123248"
"1710"	"96102"
"1710"	"91829"
"1710"	"107497"
"1710"	"169915"
"1710"	"182611"
"1710"	"181471"
"1710"	"148872"
"1710"	"155034"
"1710"	"157905"
"1710"	"46340"
"1710"	"20910"
"1710"	"15888"
"1710"	"15950"
"1710"	"48229"
"1710"	"28405"
"1710"	"20940"
"1710"	"107182"
"1710"	"114874"
"1710"	"145156"
"1710"	"101721"
"1710"	"172880"
"1710"	"105962"
"1710"	"128406"
"1710"	"3728"
"1710"	"101888"
"1710"	"23270"
"1710"	"116124"
"1710"	"100365"
"1710"	"104642"
"1710"	"49625"
"3221"	"131262"
"3221"	"136244"
"3221"	"129671"
"3221"	"93771"
"3221"	"97199"
"3221"	"102359"
"3221"	"171480"
"3221"	"146066"
"3221"	"163142"
"3221"	"31756"
"3221"	"23706"
"3221"	"23720"
"3221"	"29213"
"3221"	"409"
"3221"	"12030"
"3221"	"14086"
"3221"	"156164"
"3221"	"112983"
"3221"	"34133"
"3221"	"131633"
"3221"	"90149"
"3221"	"131118"
"3221"	"2727"
"3221"	"10367"
"3221"	"173434"
"3221"	"45908"
"3221"	"108576"
"3221"	"10552"
"3221"	"107053"
"3221"	"74514"
"3221"	"8253"
"3221"	"126908"
"3221"	"151015"
"3394"	"110989"
"3394"	"115730"
"3394"	"133488"
"3394"	"134998"
"3394"	"134999"
"3394"	"122168"
"3394"	"122170"
"3394"	"94590"
"3394"	"92169"
"3394"	"93373"
"3394"	"89154"
"3394"	"89155"
"3394"	"106848"
"3394"	"106849"
"3394"	"100002"
"3394"	"98689"
"3394"	"183073"
"3394"	"183076"
"3394"	"183125"
"3394"	"182302"
"3394"	"179045"
"3394"	"154840"
"3394"	"154841"
"3394"	"150899"
"3394"	"143527"
"3394"	"144479"
"3394"	"162350"
"3394"	"162394"
"3394"	"162395"
"3394"	"165688"
"3394"	"165689"
"3394"	"157242"
"3394"	"160563"
"3394"	"35507"
"3394"	"24729"
"3394"	"24730"
"3394"	"44600"
"3394"	"38707"
"3394"	"42699"
"3394"	"43094"
"3394"	"43097"
"3394"	"2415"
"3394"	"11296"
"3394"	"11891"
"3394"	"67820"
"3394"	"67821"
"3394"	"75891"
"3394"	"112521"
"3394"	"174641"
"1309"	"117930"
"1309"	"111156"
"1309"	"125476"
"1309"	"80152"
"1309"	"176155"
"1309"	"185524"
"1309"	"185351"
"1309"	"177741"
"1309"	"179972"
"1309"	"180981"
"1309"	"148887"
"1309"	"153327"
"1309"	"152338"
"1309"	"139038"
"1309"	"140574"
"1309"	"38273"
"1309"	"24915"
"1309"	"46161"
"1309"	"43873"
"1309"	"7501"
"1309"	"3854"
"1309"	"17873"
"1309"	"17239"
"1309"	"17251"
"1309"	"22229"
"1309"	"16248"
"1309"	"60752"
"1309"	"53002"
"1309"	"90837"
"1309"	"91256"
"1309"	"122994"
"1309"	"5559"
"220"	"128591"
"220"	"80768"
"220"	"84790"
"220"	"174630"
"220"	"169335"
"220"	"169350"
"220"	"171700"
"220"	"179822"
"220"	"139596"
"220"	"155938"
"220"	"160957"
"220"	"161968"
"220"	"24927"
"220"	"25194"
"220"	"25344"
"220"	"18287"
"220"	"21816"
"220"	"12873"
"220"	"8007"
"220"	"21819"
"220"	"21753"
"220"	"12127"
"220"	"90122"
"220"	"168133"
"220"	"21752"
"220"	"80389"
"220"	"169077"
"220"	"64210"
"220"	"164259"
"220"	"117099"
"220"	"174644"
"220"	"24650"
"632"	"132362"
"632"	"95240"
"632"	"105460"
"632"	"108352"
"632"	"174211"
"632"	"176449"
"632"	"180575"
"632"	"154333"
"632"	"152613"
"632"	"143335"
"632"	"143499"
"632"	"163659"
"632"	"45563"
"632"	"3851"
"632"	"22686"
"632"	"11219"
"632"	"58959"
"632"	"58249"
"632"	"60185"
"632"	"57799"
"632"	"181295"
"632"	"118640"
"632"	"167350"
"632"	"38579"
"632"	"58933"
"632"	"97946"
"632"	"109647"
"632"	"43238"
"632"	"101203"
"632"	"138735"
"632"	"185470"
"632"	"131217"
"3087"	"112695"
"3087"	"112696"
"3087"	"131767"
"3087"	"131768"
"3087"	"121770"
"3087"	"129633"
"3087"	"126452"
"3087"	"94332"
"3087"	"94333"
"3087"	"88100"
"3087"	"88096"
"3087"	"88099"
"3087"	"90044"
"3087"	"90047"
"3087"	"109876"
"3087"	"99993"
"3087"	"99994"
"3087"	"99995"
"3087"	"101956"
"3087"	"103250"
"3087"	"175311"
"3087"	"147462"
"3087"	"142089"
"3087"	"142090"
"3087"	"144900"
"3087"	"164200"
"3087"	"164759"
"3087"	"164758"
"3087"	"168399"
"3087"	"168400"
"3087"	"166464"
"3087"	"166465"
"3087"	"166760"
"3087"	"162135"
"3087"	"29140"
"3087"	"41240"
"3087"	"41241"
"3087"	"41239"
"3087"	"43711"
"3087"	"6752"
"3087"	"6753"
"3087"	"6754"
"3087"	"2037"
"3087"	"2038"
"3087"	"2039"
"3087"	"12832"
"3087"	"11896"
"3087"	"15738"
"3087"	"15739"
"3087"	"57469"
"3087"	"56578"
"3087"	"66490"
"3087"	"66491"
"3087"	"79120"
"3087"	"101109"
"3087"	"147461"
"3087"	"29139"
"3087"	"25753"
"1597"	"115314"
"1597"	"137764"
"1597"	"137765"
"1597"	"121772"
"1597"	"129667"
"1597"	"109955"
"1597"	"92164"
"1597"	"88096"
"1597"	"86192"
"1597"	"90048"
"1597"	"108224"
"1597"	"108222"
"1597"	"99857"
"1597"	"99869"
"1597"	"175093"
"1597"	"175303"
"1597"	"170330"
"1597"	"183317"
"1597"	"182655"
"1597"	"181169"
"1597"	"151396"
"1597"	"142080"
"1597"	"144753"
"1597"	"158532"
"1597"	"25525"
"1597"	"40897"
"1597"	"11901"
"1597"	"10774"
"1597"	"50775"
"1597"	"53430"
"1597"	"11295"
"1597"	"175017"
"1597"	"126411"
"1597"	"29312"
"1997"	"111484"
"1997"	"130215"
"1997"	"182050"
"1997"	"154517"
"1997"	"154363"
"1997"	"154364"
"1997"	"139340"
"1997"	"145962"
"1997"	"145963"
"1997"	"164216"
"1997"	"167307"
"1997"	"167113"
"1997"	"161715"
"1997"	"161716"
"1997"	"160505"
"1997"	"160506"
"1997"	"2589"
"1997"	"21691"
"1997"	"20596"
"1997"	"20597"
"1997"	"14906"
"1997"	"14907"
"1997"	"14908"
"1997"	"16077"
"1997"	"58234"
"1997"	"69033"
"1997"	"76454"
"1997"	"21690"
"1997"	"159584"
"1997"	"16078"
"1997"	"147814"
"514"	"117079"
"514"	"115800"
"514"	"138078"
"514"	"93770"
"514"	"88943"
"514"	"88944"
"514"	"91637"
"514"	"103519"
"514"	"176279"
"514"	"183233"
"514"	"181622"
"514"	"140479"
"514"	"36562"
"514"	"35372"
"514"	"35373"
"514"	"24754"
"514"	"41286"
"514"	"40023"
"514"	"7340"
"514"	"5832"
"514"	"18400"
"514"	"50798"
"514"	"53113"
"514"	"48353"
"514"	"71578"
"514"	"159707"
"514"	"139849"
"514"	"44034"
"514"	"87511"
"514"	"36563"
"514"	"48498"
"3750"	"137877"
"3750"	"135259"
"3750"	"108835"
"3750"	"108836"
"3750"	"106916"
"3750"	"99946"
"3750"	"98350"
"3750"	"182026"
"3750"	"181747"
"3750"	"178604"
"3750"	"149385"
"3750"	"140729"
"3750"	"143427"
"3750"	"160831"
"3750"	"159123"
"3750"	"159325"
"3750"	"41631"
"3750"	"5838"
"3750"	"11081"
"3750"	"10866"
"3750"	"10889"
"3750"	"16431"
"3750"	"158926"
"3750"	"115427"
"3750"	"28735"
"3750"	"179784"
"3750"	"118909"
"3750"	"173564"
"3750"	"25389"
"3750"	"49369"
"3750"	"32177"
"344"	"116793"
"344"	"113574"
"344"	"113575"
"344"	"131515"
"344"	"137346"
"344"	"125618"
"344"	"93406"
"344"	"102136"
"344"	"174914"
"344"	"181846"
"344"	"141221"
"344"	"168177"
"344"	"31943"
"344"	"31338"
"344"	"27900"
"344"	"41376"
"344"	"42726"
"344"	"7323"
"344"	"11826"
"344"	"13530"
"344"	"57136"
"344"	"57800"
"344"	"70357"
"344"	"66026"
"344"	"180309"
"344"	"27899"
"344"	"39917"
"344"	"48606"
"344"	"62321"
"344"	"54162"
"344"	"116091"
"3066"	"110676"
"3066"	"111429"
"3066"	"109437"
"3066"	"109010"
"3066"	"109258"
"3066"	"106893"
"3066"	"98313"
"3066"	"180351"
"3066"	"139758"
"3066"	"162316"
"3066"	"158358"
"3066"	"38585"
"3066"	"29462"
"3066"	"26615"
"3066"	"39815"
"3066"	"1250"
"3066"	"12726"
"3066"	"38322"
"3066"	"162311"
"3066"	"49225"
"3066"	"108616"
"3066"	"146933"
"3066"	"184472"
"3066"	"121916"
"3066"	"130137"
"3066"	"26922"
"3066"	"88633"
"3066"	"948"
"3066"	"114297"
"3066"	"136347"
"3066"	"37123"
"3265"	"116738"
"3265"	"118169"
"3265"	"113547"
"3265"	"132729"
"3265"	"94039"
"3265"	"91189"
"3265"	"89599"
"3265"	"104616"
"3265"	"177295"
"3265"	"141595"
"3265"	"140788"
"3265"	"161359"
"3265"	"26031"
"3265"	"26032"
"3265"	"47340"
"3265"	"47341"
"3265"	"44163"
"3265"	"43270"
"3265"	"22768"
"3265"	"9966"
"3265"	"2934"
"3265"	"11659"
"3265"	"58533"
"3265"	"57124"
"3265"	"57125"
"3265"	"48745"
"3265"	"48763"
"3265"	"65826"
"3265"	"71648"
"3265"	"48504"
"3265"	"72655"
"2673"	"124828"
"2673"	"104028"
"2673"	"98833"
"2673"	"174154"
"2673"	"177324"
"2673"	"173933"
"2673"	"183374"
"2673"	"141110"
"2673"	"163638"
"2673"	"31235"
"2673"	"24180"
"2673"	"27935"
"2673"	"46477"
"2673"	"7540"
"2673"	"17822"
"2673"	"11451"
"2673"	"11452"
"2673"	"14787"
"2673"	"50583"
"2673"	"55253"
"2673"	"51586"
"2673"	"68292"
"2673"	"49161"
"2673"	"183348"
"2673"	"58633"
"2673"	"131528"
"2673"	"5039"
"2673"	"85838"
"2673"	"146763"
"2673"	"165418"
"2673"	"125332"
"1563"	"118438"
"1563"	"111311"
"1563"	"131223"
"1563"	"121946"
"1563"	"98414"
"1563"	"102788"
"1563"	"175215"
"1563"	"174330"
"1563"	"176500"
"1563"	"170980"
"1563"	"185692"
"1563"	"185074"
"1563"	"186031"
"1563"	"180919"
"1563"	"180939"
"1563"	"163188"
"1563"	"166752"
"1563"	"166753"
"1563"	"158146"
"1563"	"30866"
"1563"	"36509"
"1563"	"39199"
"1563"	"39212"
"1563"	"40341"
"1563"	"7961"
"1563"	"2829"
"1563"	"18225"
"1563"	"11567"
"1563"	"73992"
"1563"	"88452"
"1563"	"39211"
"2162"	"114318"
"2162"	"131541"
"2162"	"126023"
"2162"	"104947"
"2162"	"172135"
"2162"	"171953"
"2162"	"154274"
"2162"	"152230"
"2162"	"164078"
"2162"	"162252"
"2162"	"46795"
"2162"	"42939"
"2162"	"43258"
"2162"	"957"
"2162"	"70415"
"2162"	"41780"
"2162"	"54196"
"2162"	"131619"
"2162"	"28186"
"2162"	"124012"
"2162"	"163915"
"2162"	"48522"
"2162"	"22209"
"2162"	"165142"
"2162"	"14921"
"2162"	"120648"
"2162"	"68601"
"2162"	"159950"
"2162"	"86202"
"2162"	"186200"
"2162"	"102976"
"3083"	"118996"
"3083"	"112454"
"3083"	"110804"
"3083"	"115586"
"3083"	"137397"
"3083"	"96662"
"3083"	"80363"
"3083"	"105813"
"3083"	"104117"
"3083"	"107631"
"3083"	"174507"
"3083"	"174457"
"3083"	"174407"
"3083"	"169989"
"3083"	"179899"
"3083"	"142341"
"3083"	"165640"
"3083"	"161049"
"3083"	"34193"
"3083"	"47857"
"3083"	"7855"
"3083"	"9878"
"3083"	"21737"
"3083"	"59067"
"3083"	"58515"
"3083"	"58516"
"3083"	"77590"
"3083"	"16523"
"3083"	"82001"
"3083"	"9879"
"2607"	"118604"
"2607"	"89138"
"2607"	"89520"
"2607"	"99513"
"2607"	"182899"
"2607"	"152529"
"2607"	"167651"
"2607"	"166764"
"2607"	"158765"
"2607"	"159546"
"2607"	"159369"
"2607"	"31162"
"2607"	"45107"
"2607"	"41485"
"2607"	"14081"
"2607"	"64402"
"2607"	"67361"
"2607"	"137556"
"2607"	"108068"
"2607"	"57197"
"2607"	"35237"
"2607"	"21018"
"2607"	"43903"
"2607"	"34460"
"2607"	"181442"
"2607"	"124062"
"2607"	"46539"
"2607"	"41115"
"2607"	"1582"
"2607"	"19452"
"3540"	"119672"
"3540"	"123869"
"3540"	"93307"
"3540"	"97315"
"3540"	"86522"
"3540"	"176772"
"3540"	"177129"
"3540"	"176310"
"3540"	"171218"
"3540"	"146987"
"3540"	"152495"
"3540"	"157835"
"3540"	"161575"
"3540"	"31304"
"3540"	"24427"
"3540"	"24438"
"3540"	"25773"
"3540"	"1827"
"3540"	"334"
"3540"	"131653"
"3540"	"98320"
"3540"	"134191"
"3540"	"185814"
"3540"	"42571"
"3540"	"48716"
"3540"	"46771"
"3540"	"41778"
"3540"	"174789"
"3540"	"165161"
"3540"	"41433"
"1272"	"133664"
"1272"	"134234"
"1272"	"92498"
"1272"	"90178"
"1272"	"89965"
"1272"	"103384"
"1272"	"99522"
"1272"	"172116"
"1272"	"159109"
"1272"	"42025"
"1272"	"43267"
"1272"	"7920"
"1272"	"123648"
"1272"	"172165"
"1272"	"23308"
"1272"	"103629"
"1272"	"118839"
"1272"	"172171"
"1272"	"146567"
"1272"	"125057"
"1272"	"172418"
"1272"	"96172"
"1272"	"180862"
"1272"	"177356"
"1272"	"159304"
"1272"	"7667"
"1272"	"108792"
"1272"	"174707"
"1272"	"17413"
"1272"	"130547"
"2925"	"113300"
"2925"	"114930"
"2925"	"114371"
"2925"	"124022"
"2925"	"125286"
"2925"	"128432"
"2925"	"126631"
"2925"	"103890"
"2925"	"98796"
"2925"	"177001"
"2925"	"171634"
"2925"	"179801"
"2925"	"179914"
"2925"	"178627"
"2925"	"181340"
"2925"	"181418"
"2925"	"139156"
"2925"	"156245"
"2925"	"162191"
"2925"	"6290"
"2925"	"128125"
"2925"	"97389"
"2925"	"105702"
"2925"	"132413"
"2925"	"156241"
"2925"	"114500"
"2925"	"174711"
"2925"	"127454"
"2925"	"181690"
"2925"	"57377"
"2694"	"114342"
"2694"	"131607"
"2694"	"89794"
"2694"	"102865"
"2694"	"36957"
"2694"	"47767"
"2694"	"7469"
"2694"	"7556"
"2694"	"3251"
"2694"	"17871"
"2694"	"51264"
"2694"	"115719"
"2694"	"115712"
"2694"	"153058"
"2694"	"146342"
"2694"	"43894"
"2694"	"7542"
"2694"	"123926"
"2694"	"96560"
"2694"	"158336"
"2694"	"6279"
"2694"	"10879"
"2694"	"25598"
"2694"	"115844"
"2694"	"4420"
"2694"	"180724"
"2694"	"115171"
"2694"	"91435"
"2694"	"23128"
"2694"	"12455"
"1404"	"117146"
"1404"	"120819"
"1404"	"133035"
"1404"	"131657"
"1404"	"124939"
"1404"	"83523"
"1404"	"103340"
"1404"	"99972"
"1404"	"98806"
"1404"	"100516"
"1404"	"174886"
"1404"	"169917"
"1404"	"172291"
"1404"	"183941"
"1404"	"154585"
"1404"	"163875"
"1404"	"37012"
"1404"	"25986"
"1404"	"6341"
"1404"	"18394"
"1404"	"62192"
"1404"	"18309"
"1404"	"99973"
"1404"	"18308"
"1404"	"98394"
"1404"	"159713"
"1404"	"160656"
"1404"	"43803"
"1404"	"95358"
"3283"	"136668"
"3283"	"124250"
"3283"	"100101"
"3283"	"100873"
"3283"	"176790"
"3283"	"182805"
"3283"	"180570"
"3283"	"148633"
"3283"	"150725"
"3283"	"152339"
"3283"	"164629"
"3283"	"157789"
"3283"	"42647"
"3283"	"21811"
"3283"	"12049"
"3283"	"15705"
"3283"	"15707"
"3283"	"49920"
"3283"	"72738"
"3283"	"133157"
"3283"	"40830"
"3283"	"24685"
"3283"	"181353"
"3283"	"112061"
"3283"	"144531"
"3283"	"104326"
"3283"	"131039"
"3283"	"163712"
"3283"	"40677"
"3230"	"117172"
"3230"	"117780"
"3230"	"116297"
"3230"	"126354"
"3230"	"105879"
"3230"	"174160"
"3230"	"182711"
"3230"	"31496"
"3230"	"40814"
"3230"	"17268"
"3230"	"52710"
"3230"	"57976"
"3230"	"163432"
"3230"	"61454"
"3230"	"9494"
"3230"	"154959"
"3230"	"47042"
"3230"	"166985"
"3230"	"93880"
"3230"	"114891"
"3230"	"180994"
"3230"	"45772"
"3230"	"48594"
"3230"	"54412"
"3230"	"84694"
"3230"	"170958"
"3230"	"140880"
"3230"	"24356"
"3230"	"7099"
"886"	"115062"
"886"	"129157"
"886"	"96630"
"886"	"95890"
"886"	"172631"
"886"	"172389"
"886"	"182698"
"886"	"152316"
"886"	"164880"
"886"	"166491"
"886"	"155191"
"886"	"157643"
"886"	"45234"
"886"	"9523"
"886"	"52020"
"886"	"184995"
"886"	"113558"
"886"	"180756"
"886"	"110551"
"886"	"96205"
"886"	"161012"
"886"	"100555"
"886"	"45621"
"886"	"116310"
"886"	"58457"
"886"	"16465"
"886"	"121721"
"886"	"183684"
"886"	"118644"
"886"	"106731"
"886"	"40489"
"2428"	"112761"
"2428"	"131800"
"2428"	"135665"
"2428"	"124512"
"2428"	"122649"
"2428"	"89083"
"2428"	"106641"
"2428"	"174935"
"2428"	"175649"
"2428"	"169568"
"2428"	"179849"
"2428"	"147036"
"2428"	"143453"
"2428"	"164113"
"2428"	"165442"
"2428"	"25171"
"2428"	"45534"
"2428"	"46774"
"2428"	"9751"
"2428"	"8612"
"2428"	"21289"
"2428"	"21290"
"2428"	"12942"
"2428"	"60134"
"2428"	"48911"
"2428"	"67783"
"2428"	"146364"
"2428"	"24568"
"2406"	"120970"
"2406"	"131637"
"2406"	"135617"
"2406"	"123355"
"2406"	"89047"
"2406"	"80294"
"2406"	"91655"
"2406"	"109428"
"2406"	"98343"
"2406"	"98344"
"2406"	"182918"
"2406"	"153996"
"2406"	"43742"
"2406"	"7985"
"2406"	"1534"
"2406"	"12781"
"2406"	"54640"
"2406"	"3355"
"2406"	"3668"
"2406"	"52876"
"2406"	"142394"
"2406"	"121566"
"2406"	"146833"
"2406"	"118684"
"2406"	"12780"
"2406"	"115943"
"2406"	"50767"
"2406"	"16548"
"2699"	"122100"
"2699"	"90381"
"2699"	"103971"
"2699"	"169563"
"2699"	"144761"
"2699"	"31255"
"2699"	"8925"
"2699"	"222"
"2699"	"22619"
"2699"	"22620"
"2699"	"16034"
"2699"	"59656"
"2699"	"59720"
"2699"	"48764"
"2699"	"66796"
"2699"	"219"
"2699"	"64417"
"2699"	"101184"
"2699"	"165496"
"2699"	"34561"
"2699"	"34188"
"2699"	"25826"
"2699"	"71089"
"2699"	"8944"
"2699"	"96905"
"2699"	"91531"
"2699"	"170790"
"2699"	"99982"
"1714"	"118568"
"1714"	"115514"
"1714"	"128108"
"1714"	"95857"
"1714"	"100800"
"1714"	"169793"
"1714"	"184725"
"1714"	"142640"
"1714"	"160814"
"1714"	"161485"
"1714"	"27633"
"1714"	"40623"
"1714"	"42878"
"1714"	"6211"
"1714"	"9877"
"1714"	"19390"
"1714"	"21779"
"1714"	"13321"
"1714"	"57526"
"1714"	"49034"
"1714"	"70240"
"1714"	"116264"
"1714"	"90121"
"1714"	"139097"
"1714"	"34001"
"1714"	"171224"
"1714"	"6236"
"1714"	"60235"
"922"	"116633"
"922"	"123715"
"922"	"129197"
"922"	"96909"
"922"	"88974"
"922"	"105829"
"922"	"98652"
"922"	"176468"
"922"	"171712"
"922"	"173731"
"922"	"185477"
"922"	"150441"
"922"	"165058"
"922"	"167754"
"922"	"26328"
"922"	"45511"
"922"	"42035"
"922"	"43775"
"922"	"5606"
"922"	"1130"
"922"	"17253"
"922"	"16454"
"922"	"107293"
"922"	"48331"
"922"	"117513"
"922"	"41346"
"922"	"87796"
"922"	"178364"
"15"	"125046"
"15"	"122168"
"15"	"122169"
"15"	"122444"
"15"	"128394"
"15"	"128395"
"15"	"96166"
"15"	"89163"
"15"	"89164"
"15"	"102739"
"15"	"183073"
"15"	"183127"
"15"	"179045"
"15"	"181616"
"15"	"153773"
"15"	"154318"
"15"	"168638"
"15"	"165688"
"15"	"165689"
"15"	"157241"
"15"	"25717"
"15"	"24335"
"15"	"44600"
"15"	"44605"
"15"	"38707"
"15"	"43094"
"15"	"43097"
"15"	"7218"
"15"	"2390"
"15"	"50493"
"15"	"50490"
"15"	"50880"
"15"	"56777"
"15"	"49215"
"15"	"75277"
"15"	"63711"
"15"	"63712"
"15"	"75936"
"15"	"120272"
"15"	"107946"
"15"	"11309"
"15"	"24715"
"15"	"100302"
"15"	"4072"
"133"	"120435"
"133"	"112340"
"133"	"130765"
"133"	"130803"
"133"	"122166"
"133"	"92094"
"133"	"89154"
"133"	"89155"
"133"	"90544"
"133"	"105873"
"133"	"106844"
"133"	"100002"
"133"	"173261"
"133"	"172272"
"133"	"183072"
"133"	"179045"
"133"	"179100"
"133"	"154443"
"133"	"154445"
"133"	"150832"
"133"	"146488"
"133"	"165652"
"133"	"165688"
"133"	"165689"
"133"	"160652"
"133"	"160653"
"133"	"24720"
"133"	"44600"
"133"	"42160"
"133"	"43717"
"133"	"43094"
"133"	"43097"
"133"	"2390"
"133"	"56157"
"133"	"56158"
"133"	"67810"
"133"	"75891"
"133"	"49216"
"133"	"182387"
"133"	"92095"
"133"	"42701"
"133"	"11307"
"430"	"118623"
"430"	"110786"
"430"	"114667"
"430"	"133340"
"430"	"90769"
"430"	"89300"
"430"	"105679"
"430"	"169376"
"430"	"144641"
"430"	"31200"
"430"	"45456"
"430"	"45079"
"430"	"44821"
"430"	"47261"
"430"	"47272"
"430"	"11841"
"430"	"117848"
"430"	"48408"
"430"	"123335"
"430"	"3276"
"430"	"113914"
"430"	"56275"
"430"	"163942"
"430"	"117817"
"430"	"146036"
"430"	"61053"
"430"	"17667"
"430"	"117820"
"430"	"115506"
"430"	"104035"
"1463"	"117144"
"1463"	"110504"
"1463"	"87856"
"1463"	"89154"
"1463"	"89155"
"1463"	"91508"
"1463"	"89720"
"1463"	"180626"
"1463"	"147289"
"1463"	"151086"
"1463"	"151354"
"1463"	"145665"
"1463"	"144453"
"1463"	"144454"
"1463"	"156582"
"1463"	"160817"
"1463"	"161801"
"1463"	"25301"
"1463"	"9902"
"1463"	"11290"
"1463"	"56159"
"1463"	"77962"
"1463"	"185030"
"1463"	"114823"
"1463"	"126116"
"1463"	"166640"
"1463"	"110505"
"1463"	"178159"
"1463"	"183081"
"2399"	"132250"
"2399"	"128385"
"2399"	"98565"
"2399"	"100604"
"2399"	"176664"
"2399"	"180770"
"2399"	"142560"
"2399"	"140855"
"2399"	"144497"
"2399"	"144337"
"2399"	"163599"
"2399"	"163075"
"2399"	"168681"
"2399"	"158866"
"2399"	"37998"
"2399"	"34688"
"2399"	"27291"
"2399"	"43657"
"2399"	"13372"
"2399"	"59322"
"2399"	"53577"
"2399"	"174610"
"2399"	"93591"
"2399"	"111060"
"2399"	"113031"
"2399"	"135198"
"2399"	"45291"
"2237"	"117059"
"2237"	"129352"
"2237"	"84645"
"2237"	"89579"
"2237"	"104565"
"2237"	"169519"
"2237"	"183810"
"2237"	"181261"
"2237"	"147619"
"2237"	"141594"
"2237"	"162924"
"2237"	"160766"
"2237"	"35642"
"2237"	"27068"
"2237"	"44934"
"2237"	"44935"
"2237"	"46878"
"2237"	"17901"
"2237"	"22574"
"2237"	"20407"
"2237"	"16298"
"2237"	"50110"
"2237"	"50111"
"2237"	"80940"
"2237"	"111381"
"2237"	"160767"
"2237"	"162104"
"2719"	"117727"
"2719"	"112707"
"2719"	"80894"
"2719"	"90980"
"2719"	"91241"
"2719"	"97446"
"2719"	"104856"
"2719"	"101833"
"2719"	"176773"
"2719"	"171691"
"2719"	"182532"
"2719"	"185896"
"2719"	"180250"
"2719"	"156097"
"2719"	"3857"
"2719"	"5069"
"2719"	"15814"
"2719"	"42979"
"2719"	"40528"
"2719"	"185064"
"2719"	"92077"
"2719"	"167756"
"2719"	"150381"
"2719"	"139718"
"2719"	"181547"
"2719"	"24877"
"2719"	"22192"
"3100"	"136700"
"3100"	"129738"
"3100"	"82184"
"3100"	"86959"
"3100"	"184505"
"3100"	"177650"
"3100"	"180242"
"3100"	"180751"
"3100"	"146775"
"3100"	"147881"
"3100"	"147895"
"3100"	"138990"
"3100"	"140928"
"3100"	"162381"
"3100"	"37378"
"3100"	"46440"
"3100"	"42264"
"3100"	"6977"
"3100"	"21880"
"3100"	"10836"
"3100"	"58380"
"3100"	"67367"
"3100"	"153148"
"3100"	"109414"
"3100"	"138860"
"3100"	"77201"
"3100"	"18660"
"3480"	"112171"
"3480"	"131270"
"3480"	"134379"
"3480"	"94540"
"3480"	"166238"
"3480"	"34642"
"3480"	"44421"
"3480"	"47749"
"3480"	"43720"
"3480"	"7015"
"3480"	"16996"
"3480"	"12291"
"3480"	"52169"
"3480"	"64056"
"3480"	"35368"
"3480"	"123969"
"3480"	"99625"
"3480"	"173652"
"3480"	"169282"
"3480"	"40053"
"3480"	"122272"
"3480"	"33775"
"3480"	"90169"
"3480"	"90860"
"3480"	"151372"
"3480"	"90197"
"3480"	"179828"
"1627"	"117656"
"1627"	"111938"
"1627"	"111496"
"1627"	"115675"
"1627"	"115765"
"1627"	"131588"
"1627"	"128844"
"1627"	"128335"
"1627"	"81297"
"1627"	"91628"
"1627"	"89273"
"1627"	"89871"
"1627"	"104056"
"1627"	"100351"
"1627"	"174719"
"1627"	"175268"
"1627"	"173588"
"1627"	"177768"
"1627"	"154150"
"1627"	"140017"
"1627"	"165653"
"1627"	"165843"
"1627"	"25610"
"1627"	"22832"
"1627"	"40513"
"1627"	"43004"
"1627"	"7865"
"1627"	"5423"
"1627"	"6494"
"1627"	"16702"
"1627"	"20414"
"1627"	"11920"
"1627"	"12769"
"1627"	"12770"
"1627"	"58967"
"1627"	"59702"
"1627"	"53718"
"1627"	"65109"
"1627"	"66641"
"1627"	"72816"
"1627"	"63883"
"1627"	"63086"
"1627"	"91091"
"1627"	"118451"
"1627"	"104129"
"2218"	"112108"
"2218"	"138516"
"2218"	"94651"
"2218"	"93679"
"2218"	"89159"
"2218"	"109748"
"2218"	"99998"
"2218"	"170131"
"2218"	"142625"
"2218"	"140347"
"2218"	"30912"
"2218"	"6882"
"2218"	"5281"
"2218"	"8871"
"2218"	"4909"
"2218"	"3034"
