"Input Files Workflow ID"	"Input Files Workflow Level"	"Input Files "	"File ID"	"File Name"	"Creation Date"	"RT Range [min]"	"Instrument Name"	"Software Revision"	"Ref. File ID"	"Max. Mass [Da]"
"-286"	"1"	"988"	"F51"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_H3.raw"	"3/26/2023 6:53:51 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.61377"
"-286"	"1"	"989"	"F52"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I2.raw"	"3/27/2023 2:15:49 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.62500"
"-286"	"1"	"990"	"F53"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I3.raw"	"3/25/2023 11:15:16 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6303.00195"
"-286"	"1"	"991"	"F54"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I4.raw"	"3/25/2023 8:47:57 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5884.83057"
"-286"	"1"	"992"	"F55"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_J4.raw"	"3/26/2023 9:21:10 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.62744"
"-286"	"1"	"993"	"F56"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K2.raw"	"3/27/2023 9:37:43 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.44531"
"-286"	"1"	"994"	"F57"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K3.raw"	"3/25/2023 1:25:59 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.15137"
"-286"	"1"	"995"	"F58"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K4.raw"	"3/28/2023 7:43:49 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.13965"
"-286"	"1"	"996"	"F59"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B2.raw"	"3/26/2023 7:50:52 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6279.59375"
"-286"	"1"	"997"	"F60"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B3.raw"	"3/27/2023 3:29:28 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.06152"
"-286"	"1"	"998"	"F61"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B4.raw"	"3/27/2023 10:51:24 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6295.90527"
"-286"	"1"	"999"	"F63"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_D3.raw"	"3/26/2023 3:12:51 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05713"
"-286"	"1"	"1000"	"F64"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_D4.raw"	"3/25/2023 2:39:37 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6290.92725"
"-286"	"1"	"1001"	"F65"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_E2.raw"	"3/28/2023 8:57:29 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6321.01318"
"-286"	"1"	"1002"	"F67"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_F3.raw"	"3/26/2023 12:28:57 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6335.56006"
"-286"	"1"	"1003"	"F68"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_G3.raw"	"3/27/2023 1:18:43 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05322"
"-286"	"1"	"1004"	"F69"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_H2.raw"	"3/27/2023 3:46:05 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.14551"
"-286"	"1"	"1005"	"F70"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_H4.raw"	"3/26/2023 12:45:30 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6187.91797"
"-286"	"1"	"1006"	"F71"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_J2.raw"	"3/26/2023 10:34:49 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6296.90869"
"-286"	"1"	"1007"	"F72"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_J3.raw"	"3/28/2023 4:02:51 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05664"
"-286"	"1"	"1008"	"F73"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_B5.raw"	"3/28/2023 10:11:10 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6036.59912"
"-286"	"1"	"1009"	"F76"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_C7.raw"	"3/28/2023 2:49:13 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08789"
"-286"	"1"	"1010"	"F77"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_D5.raw"	"3/26/2023 11:31:51 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.63037"
"-286"	"1"	"1011"	"F80"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_F6.raw"	"3/26/2023 11:48:30 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08936"
"-286"	"1"	"1012"	"F86"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_K5.raw"	"3/25/2023 6:20:38 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.83154"
"-286"	"1"	"1013"	"F87"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_B7.raw"	"3/25/2023 12:12:18 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6291.95703"
"-286"	"1"	"1014"	"F89"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_D6.raw"	"3/27/2023 8:40:48 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6304.06250"
"-286"	"1"	"1015"	"F90"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_D7.raw"	"3/28/2023 1:35:30 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6297.43604"
"-286"	"1"	"1016"	"F91"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_E6.raw"	"3/25/2023 7:34:16 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6329.01855"
"-286"	"1"	"1017"	"F93"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_F7.raw"	"3/27/2023 5:56:46 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.46924"
"-286"	"1"	"1018"	"F94"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_G7.raw"	"3/27/2023 11:08:08 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.15137"
"-286"	"1"	"1019"	"F96"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_I5.raw"	"3/26/2023 2:56:16 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.46338"
"-286"	"1"	"1020"	"F97"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_I6.raw"	"3/27/2023 1:02:09 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6018.44043"
"-286"	"1"	"1021"	"F98"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J5.raw"	"3/27/2023 8:24:05 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08594"
"-286"	"1"	"1022"	"F99"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J6.raw"	"3/27/2023 6:13:26 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.83252"
"-286"	"1"	"1023"	"F100"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J7.raw"	"3/25/2023 5:06:57 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6365.16699"
"-286"	"1"	"1024"	"F101"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_K6.raw"	"3/28/2023 6:30:09 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6332.61084"
"-286"	"1"	"1025"	"F102"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_K7.raw"	"3/26/2023 8:07:29 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6290.93457"
"-286"	"1"	"1026"	"F103"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH1_B16.raw"	"3/24/2023 10:42:02 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6334.52832"
"-286"	"1"	"1027"	"F104"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH1_B18.raw"	"3/25/2023 3:36:41 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6333.50146"
"-286"	"1"	"1028"	"F105"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH2_B17.raw"	"3/24/2023 11:55:41 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6158.03662"
"-286"	"1"	"1029"	"F106"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Unhealthy_CH1_D16.raw"	"3/25/2023 8:31:19 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.60547"
"-286"	"1"	"1030"	"F107"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Unhealthy_CH2_D17.raw"	"3/24/2023 9:28:22 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6334.52930"
"-286"	"1"	"1980"	"F108"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Unhealthy_CH2_D18.raw"	"3/25/2023 4:50:20 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05029"
"-286"	"1"	"1981"	"F109"	"Y:\2023\3\Payne_organoids\QC_02ng_CH1_F20.raw"	"3/28/2023 12:39:17 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6295.91016"
"-286"	"1"	"1982"	"F110"	"Y:\2023\3\Payne_organoids\QC_02ng_CH2_F21.raw"	"3/28/2023 1:53:15 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5985.82178"
"-286"	"1"	"1983"	"F111"	"Y:\2023\3\Payne_organoids\QC_02ng_CH2_F22.raw"	"3/29/2023 2:26:28 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6316.79150"
"-286"	"1"	"1984"	"F112"	"Y:\2023\3\Payne_organoids\QC_02ngCH1_F22.raw"	"3/29/2023 3:40:40 PM"	"0.00 - 17.09"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"2807.77588"
"-286"	"1"	"1985"	"F113"	"Y:\2023\3\Payne_organoids\QC_02ngCH1_F23.raw"	"3/29/2023 6:37:29 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5366.07129"
"-286"	"1"	"1986"	"F114"	"Y:\2023\3\Payne_organoids\QC_02ngCH2_F23.raw"	"3/29/2023 5:23:31 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5368.09912"
