"Proteins Unique Sequence ID"	"Peptide Groups Peptide Group ID"
"-8282495750123490209"	"107893"
"-8282495750123490209"	"43172"
"-8282495750123490209"	"57927"
"-8282495750123490209"	"77137"
"-8282495750123490209"	"143117"
"-8282495750123490209"	"108581"
"-8282495750123490209"	"153672"
"-8282495750123490209"	"177721"
"-8282495750123490209"	"108147"
"-8282495750123490209"	"14575"
"-8282495750123490209"	"159534"
"4848605729142375391"	"119853"
"4848605729142375391"	"96577"
"4848605729142375391"	"90368"
"4848605729142375391"	"169864"
"4848605729142375391"	"173298"
"4848605729142375391"	"142217"
"4848605729142375391"	"158617"
"4848605729142375391"	"31679"
"4848605729142375391"	"34471"
"4848605729142375391"	"21767"
"4848605729142375391"	"157737"
"4848605729142375391"	"185585"
"197200824509217859"	"127862"
"197200824509217859"	"90922"
"197200824509217859"	"179252"
"197200824509217859"	"177941"
"197200824509217859"	"180171"
"197200824509217859"	"37964"
"197200824509217859"	"18751"
"197200824509217859"	"49118"
"197200824509217859"	"163290"
"197200824509217859"	"3885"
"197200824509217859"	"106068"
"197200824509217859"	"154472"
"197200824509217859"	"154449"
"6124389197736880790"	"112336"
"6124389197736880790"	"128234"
"6124389197736880790"	"97427"
"6124389197736880790"	"46791"
"6124389197736880790"	"19474"
"6124389197736880790"	"49091"
"6124389197736880790"	"77561"
"6124389197736880790"	"41547"
"6124389197736880790"	"156454"
"-2064458318068970757"	"112191"
"-2064458318068970757"	"129070"
"-2064458318068970757"	"103597"
"-2064458318068970757"	"109904"
"-2064458318068970757"	"106649"
"-2064458318068970757"	"99507"
"-2064458318068970757"	"175626"
"-2064458318068970757"	"147044"
"-2064458318068970757"	"85610"
"-2064458318068970757"	"116494"
"-2064458318068970757"	"2996"
"-2064458318068970757"	"95243"
"-2064458318068970757"	"89214"
"8891268094734712955"	"125729"
"8891268094734712955"	"176768"
"8891268094734712955"	"169471"
"8891268094734712955"	"168861"
"8891268094734712955"	"163481"
"8891268094734712955"	"5243"
"8891268094734712955"	"2662"
"8891268094734712955"	"54804"
"8891268094734712955"	"163452"
"8891268094734712955"	"11673"
"8891268094734712955"	"47285"
"8891268094734712955"	"111188"
"8891268094734712955"	"47274"
"8891268094734712955"	"163315"
"8891268094734712955"	"34813"
"8891268094734712955"	"17250"
"8891268094734712955"	"48091"
"2824475933773921432"	"121128"
"2824475933773921432"	"90687"
"2824475933773921432"	"173079"
"2824475933773921432"	"140881"
"2824475933773921432"	"168690"
"2824475933773921432"	"46929"
"2824475933773921432"	"13364"
"2824475933773921432"	"74303"
"2824475933773921432"	"45776"
"2824475933773921432"	"114942"
"2824475933773921432"	"34497"
"2824475933773921432"	"160010"
"2100878916131084887"	"111299"
"2100878916131084887"	"130635"
"2100878916131084887"	"88079"
"2100878916131084887"	"89421"
"2100878916131084887"	"183024"
"2100878916131084887"	"34911"
"2100878916131084887"	"45379"
"2100878916131084887"	"43778"
"2100878916131084887"	"7222"
"2100878916131084887"	"116456"
"2100878916131084887"	"136274"
"2100878916131084887"	"100586"
"2100878916131084887"	"26651"
"2100878916131084887"	"172482"
"2100878916131084887"	"179603"
"8235165147539186554"	"117374"
"8235165147539186554"	"104010"
"8235165147539186554"	"108133"
"8235165147539186554"	"102896"
"8235165147539186554"	"176731"
"8235165147539186554"	"162448"
"8235165147539186554"	"162196"
"8235165147539186554"	"52612"
"8235165147539186554"	"49090"
"8235165147539186554"	"134310"
"8235165147539186554"	"169230"
"8235165147539186554"	"117349"
"8235165147539186554"	"57069"
"8235165147539186554"	"152528"
"6379053334718369051"	"117630"
"6379053334718369051"	"176682"
"6379053334718369051"	"158739"
"6379053334718369051"	"46841"
"6379053334718369051"	"2423"
"6379053334718369051"	"15758"
"6379053334718369051"	"50227"
"6379053334718369051"	"62632"
"6379053334718369051"	"182103"
"6379053334718369051"	"67314"
"6379053334718369051"	"141232"
"6379053334718369051"	"122951"
"6379053334718369051"	"36482"
"1263329049194197766"	"112942"
"1263329049194197766"	"92113"
"1263329049194197766"	"96645"
"1263329049194197766"	"179045"
"1263329049194197766"	"44600"
"1263329049194197766"	"11293"
"1263329049194197766"	"142666"
"1263329049194197766"	"2421"
"1263329049194197766"	"29387"
"1263329049194197766"	"142092"
"1263329049194197766"	"12456"
"1263329049194197766"	"107927"
"1263329049194197766"	"100000"
"1263329049194197766"	"116332"
"1263329049194197766"	"42822"
"1400072782813286453"	"120861"
"1400072782813286453"	"137854"
"1400072782813286453"	"87021"
"1400072782813286453"	"98951"
"1400072782813286453"	"171793"
"1400072782813286453"	"177929"
"1400072782813286453"	"5479"
"1400072782813286453"	"64321"
"1400072782813286453"	"5480"
"1400072782813286453"	"181078"
"-1538896593466497334"	"123340"
"-1538896593466497334"	"84013"
"-1538896593466497334"	"182686"
"-1538896593466497334"	"158310"
"-1538896593466497334"	"158311"
"-1538896593466497334"	"35001"
"-1538896593466497334"	"27905"
"-1538896593466497334"	"68290"
"-1538896593466497334"	"79283"
"4377208032786879179"	"115158"
"4377208032786879179"	"90874"
"4377208032786879179"	"185220"
"4377208032786879179"	"27401"
"4377208032786879179"	"26139"
"4377208032786879179"	"25946"
"4377208032786879179"	"4663"
"4377208032786879179"	"19894"
"4377208032786879179"	"50158"
"4377208032786879179"	"71837"
"4184238853361906286"	"114364"
"4184238853361906286"	"122707"
"4184238853361906286"	"92807"
"4184238853361906286"	"89300"
"4184238853361906286"	"45079"
"4184238853361906286"	"44822"
"4184238853361906286"	"47271"
"4184238853361906286"	"47260"
"4184238853361906286"	"3093"
"4184238853361906286"	"58582"
"4184238853361906286"	"133907"
"4184238853361906286"	"38858"
"4184238853361906286"	"110771"
"4184238853361906286"	"118490"
"4184238853361906286"	"24432"
"4184238853361906286"	"102478"
"4184238853361906286"	"117820"
"4184238853361906286"	"169375"
"-537602968940689111"	"116894"
"-537602968940689111"	"114028"
"-537602968940689111"	"96946"
"-537602968940689111"	"88952"
"-537602968940689111"	"175525"
"-537602968940689111"	"175203"
"-537602968940689111"	"8410"
"-537602968940689111"	"13646"
"-537602968940689111"	"62067"
"-537602968940689111"	"147405"
"565785606400917725"	"117633"
"565785606400917725"	"116405"
"565785606400917725"	"119264"
"565785606400917725"	"133430"
"565785606400917725"	"127196"
"565785606400917725"	"141069"
"565785606400917725"	"44669"
"565785606400917725"	"2126"
"565785606400917725"	"138287"
"565785606400917725"	"166097"
"565785606400917725"	"177591"
"565785606400917725"	"43486"
"565785606400917725"	"111305"
"565785606400917725"	"120436"
"565785606400917725"	"7600"
"565785606400917725"	"45385"
"3232925650926593770"	"169040"
"3232925650926593770"	"179351"
"3232925650926593770"	"148105"
"3232925650926593770"	"145568"
"3232925650926593770"	"39927"
"3232925650926593770"	"42842"
"3232925650926593770"	"10288"
"3232925650926593770"	"58392"
"3232925650926593770"	"39716"
"3232925650926593770"	"160440"
"3232925650926593770"	"57086"
"3232925650926593770"	"55162"
"3232925650926593770"	"179194"
"295875548179926658"	"101610"
"295875548179926658"	"183462"
"295875548179926658"	"161406"
"295875548179926658"	"1688"
"295875548179926658"	"17570"
"295875548179926658"	"54102"
"295875548179926658"	"54138"
"295875548179926658"	"48225"
"295875548179926658"	"54352"
"295875548179926658"	"133542"
"-7159470026715205084"	"111237"
"-7159470026715205084"	"111238"
"-7159470026715205084"	"163552"
"-7159470026715205084"	"157664"
"-7159470026715205084"	"5608"
"-7159470026715205084"	"8717"
"-7159470026715205084"	"51271"
"-7159470026715205084"	"185161"
"-7159470026715205084"	"149075"
"-7159470026715205084"	"116763"
"-7159470026715205084"	"117029"
"6184402302268645522"	"112721"
"6184402302268645522"	"94268"
"6184402302268645522"	"88714"
"6184402302268645522"	"97766"
"6184402302268645522"	"172817"
"6184402302268645522"	"158585"
"6184402302268645522"	"28161"
"6184402302268645522"	"43834"
"6184402302268645522"	"22585"
"6184402302268645522"	"164592"
"6184402302268645522"	"118418"
"6184402302268645522"	"38335"
"6184402302268645522"	"54127"
"6184402302268645522"	"115404"
"-8550051614055405521"	"116388"
"-8550051614055405521"	"122435"
"-8550051614055405521"	"127312"
"-8550051614055405521"	"185313"
"-8550051614055405521"	"37914"
"-8550051614055405521"	"13281"
"-8550051614055405521"	"72758"
"-8550051614055405521"	"43383"
"-8550051614055405521"	"60397"
"-7238306351176714360"	"88327"
"-7238306351176714360"	"109047"
"-7238306351176714360"	"175207"
"-7238306351176714360"	"171044"
"-7238306351176714360"	"169228"
"-7238306351176714360"	"154569"
"-7238306351176714360"	"164524"
"-7238306351176714360"	"1562"
"-7238306351176714360"	"93627"
"-7238306351176714360"	"181937"
"-7238306351176714360"	"157618"
"-7238306351176714360"	"171096"
"-7238306351176714360"	"29730"
"-792306396308701389"	"181752"
"-792306396308701389"	"155812"
"-792306396308701389"	"162126"
"-792306396308701389"	"29878"
"-792306396308701389"	"39800"
"-792306396308701389"	"39096"
"-792306396308701389"	"11726"
"-792306396308701389"	"57053"
"-792306396308701389"	"151553"
"-792306396308701389"	"157753"
"-792306396308701389"	"11612"
"-792306396308701389"	"28849"
"-792306396308701389"	"16711"
"8546786530734250007"	"118207"
"8546786530734250007"	"109417"
"8546786530734250007"	"106498"
"8546786530734250007"	"106497"
"8546786530734250007"	"177046"
"8546786530734250007"	"58188"
"8546786530734250007"	"52692"
"8546786530734250007"	"43940"
"8546786530734250007"	"57450"
"8546786530734250007"	"169597"
"8546786530734250007"	"57451"
"8546786530734250007"	"46993"
"-8022290740510184659"	"115749"
"-8022290740510184659"	"127021"
"-8022290740510184659"	"185016"
"-8022290740510184659"	"186073"
"-8022290740510184659"	"55147"
"-8022290740510184659"	"51430"
"-8022290740510184659"	"19445"
"-8022290740510184659"	"138417"
"-8022290740510184659"	"133189"
"-8022290740510184659"	"139876"
"-8022290740510184659"	"167963"
"-8745389805375581361"	"125020"
"-8745389805375581361"	"129730"
"-8745389805375581361"	"126459"
"-8745389805375581361"	"92055"
"-8745389805375581361"	"89721"
"-8745389805375581361"	"38430"
"-8745389805375581361"	"64296"
"-8745389805375581361"	"156871"
"-8745389805375581361"	"141436"
"-8745389805375581361"	"64378"
"-8431694603937659134"	"123300"
"-8431694603937659134"	"177105"
"-8431694603937659134"	"162777"
"-8431694603937659134"	"23633"
"-8431694603937659134"	"45253"
"-8431694603937659134"	"32414"
"-8431694603937659134"	"184617"
"-8431694603937659134"	"53940"
"7273803465605434037"	"99879"
"7273803465605434037"	"155834"
"7273803465605434037"	"27786"
"7273803465605434037"	"42193"
"7273803465605434037"	"3173"
"7273803465605434037"	"16194"
"7273803465605434037"	"57201"
"7273803465605434037"	"56603"
"7273803465605434037"	"71358"
"7273803465605434037"	"92682"
"7273803465605434037"	"46807"
"7273803465605434037"	"31206"
"7273803465605434037"	"114261"
"-693009755778798309"	"123029"
"-693009755778798309"	"88867"
"-693009755778798309"	"104149"
"-693009755778798309"	"171206"
"-693009755778798309"	"9416"
"-693009755778798309"	"21022"
"-693009755778798309"	"48852"
"-693009755778798309"	"176142"
"-693009755778798309"	"104514"
"-693009755778798309"	"142809"
"-693009755778798309"	"76515"
"-2890284807861643792"	"113177"
"-2890284807861643792"	"97364"
"-2890284807861643792"	"91378"
"-2890284807861643792"	"172114"
"-2890284807861643792"	"39925"
"-2890284807861643792"	"3732"
"-2890284807861643792"	"116666"
"-2890284807861643792"	"176030"
"-2890284807861643792"	"123246"
"-2890284807861643792"	"58316"
"-2890284807861643792"	"175271"
"-2890284807861643792"	"39094"
"-2890284807861643792"	"43568"
"-2890284807861643792"	"28403"
"-4180128613477107965"	"112404"
"-4180128613477107965"	"128518"
"-4180128613477107965"	"95554"
"-4180128613477107965"	"102063"
"-4180128613477107965"	"153557"
"-4180128613477107965"	"4888"
"-4180128613477107965"	"58375"
"-4180128613477107965"	"63939"
"-4180128613477107965"	"124272"
"-4180128613477107965"	"96934"
"-4180128613477107965"	"123668"
"-4180128613477107965"	"35258"
"-4180128613477107965"	"181610"
"-4180128613477107965"	"56689"
"-4180128613477107965"	"106089"
"-4180128613477107965"	"47440"
"868363632382073498"	"113605"
"868363632382073498"	"91185"
"868363632382073498"	"108758"
"868363632382073498"	"174795"
"868363632382073498"	"186027"
"868363632382073498"	"34171"
"868363632382073498"	"45709"
"868363632382073498"	"17600"
"868363632382073498"	"11810"
"868363632382073498"	"164479"
"868363632382073498"	"41809"
"868363632382073498"	"19701"
"868363632382073498"	"108651"
"868363632382073498"	"100875"
"-4905591351439676835"	"101664"
"-4905591351439676835"	"147765"
"-4905591351439676835"	"147466"
"-4905591351439676835"	"154298"
"-4905591351439676835"	"154299"
"-4905591351439676835"	"57850"
"-4905591351439676835"	"5713"
"-4905591351439676835"	"36532"
"-4905591351439676835"	"127666"
"-4905591351439676835"	"164730"
"-4905591351439676835"	"16236"
"-4905591351439676835"	"17336"
"-4905591351439676835"	"146852"
"-4905591351439676835"	"167747"
"2256235105362563928"	"177526"
"2256235105362563928"	"179330"
"2256235105362563928"	"179331"
"2256235105362563928"	"154290"
"2256235105362563928"	"31340"
"2256235105362563928"	"43487"
"2256235105362563928"	"162647"
"5275540959932174837"	"117511"
"5275540959932174837"	"137344"
"5275540959932174837"	"136829"
"5275540959932174837"	"183829"
"5275540959932174837"	"167848"
"5275540959932174837"	"37603"
"5275540959932174837"	"50215"
"5275540959932174837"	"163147"
"5275540959932174837"	"85199"
"5275540959932174837"	"116085"
"5275540959932174837"	"24045"
"-4288345364225070151"	"108990"
"-4288345364225070151"	"169899"
"-4288345364225070151"	"182449"
"-4288345364225070151"	"179941"
"-4288345364225070151"	"168499"
"-4288345364225070151"	"155655"
"-4288345364225070151"	"64369"
"-6490484038664760531"	"106319"
"-6490484038664760531"	"177086"
"-6490484038664760531"	"139262"
"-6490484038664760531"	"162955"
"-6490484038664760531"	"26300"
"-6490484038664760531"	"45259"
"-6490484038664760531"	"17533"
"-6490484038664760531"	"62293"
"-6490484038664760531"	"47173"
"-6490484038664760531"	"176689"
"5079617610391410578"	"90281"
"5079617610391410578"	"105690"
"5079617610391410578"	"109939"
"5079617610391410578"	"97721"
"5079617610391410578"	"45526"
"5079617610391410578"	"13957"
"5079617610391410578"	"118266"
"5079617610391410578"	"74183"
"7263541365096533312"	"113610"
"7263541365096533312"	"97557"
"7263541365096533312"	"55466"
"7263541365096533312"	"94144"
"7263541365096533312"	"1600"
"7263541365096533312"	"106439"
"7263541365096533312"	"31832"
"7263541365096533312"	"174396"
"7263541365096533312"	"36340"
"7263541365096533312"	"88647"
"7263541365096533312"	"163380"
"7263541365096533312"	"111539"
"7263541365096533312"	"58690"
"7263541365096533312"	"134852"
"7263541365096533312"	"117537"
"7263541365096533312"	"91194"
"7263541365096533312"	"3213"
"-5945011317712517661"	"115613"
"-5945011317712517661"	"145235"
"-5945011317712517661"	"1104"
"-5945011317712517661"	"59127"
"-5945011317712517661"	"61274"
"-5945011317712517661"	"74141"
"-5945011317712517661"	"142598"
"-5945011317712517661"	"152636"
"-5945011317712517661"	"89792"
"-5945011317712517661"	"113992"
"6222929657638767461"	"94911"
"6222929657638767461"	"96140"
"6222929657638767461"	"175505"
"6222929657638767461"	"175680"
"6222929657638767461"	"169570"
"6222929657638767461"	"24428"
"6222929657638767461"	"17650"
"6222929657638767461"	"64370"
"6222929657638767461"	"45501"
"6222929657638767461"	"161476"
"-478504765432675351"	"91008"
"-478504765432675351"	"175209"
"-478504765432675351"	"174485"
"-478504765432675351"	"180663"
"-478504765432675351"	"165782"
"-478504765432675351"	"35304"
"-478504765432675351"	"44530"
"-478504765432675351"	"5715"
"-478504765432675351"	"72059"
"-478504765432675351"	"142130"
"-478504765432675351"	"30385"
"-6826541305752528518"	"118265"
"-6826541305752528518"	"129041"
"-6826541305752528518"	"25768"
"-6826541305752528518"	"7566"
"-6826541305752528518"	"21801"
"-6826541305752528518"	"64271"
"-6826541305752528518"	"80125"
"-6826541305752528518"	"42124"
"-6826541305752528518"	"52672"
"-6826541305752528518"	"184"
"-6826541305752528518"	"17086"
"-6826541305752528518"	"24346"
"6509099056822078364"	"118180"
"6509099056822078364"	"113379"
"6509099056822078364"	"96836"
"6509099056822078364"	"168620"
"6509099056822078364"	"13825"
"6509099056822078364"	"14506"
"6509099056822078364"	"54111"
"6509099056822078364"	"129804"
"6509099056822078364"	"128082"
"6509099056822078364"	"50240"
"-7405730642826192701"	"117417"
"-7405730642826192701"	"104245"
"-7405730642826192701"	"170938"
"-7405730642826192701"	"139284"
"-7405730642826192701"	"7790"
"-7405730642826192701"	"1917"
"-7405730642826192701"	"51368"
"-7405730642826192701"	"96784"
"-7405730642826192701"	"96785"
"-7405730642826192701"	"149664"
"-7405730642826192701"	"166117"
"-4400715945048607564"	"105891"
"-4400715945048607564"	"176332"
"-4400715945048607564"	"163573"
"-4400715945048607564"	"168012"
"-4400715945048607564"	"46156"
"-4400715945048607564"	"55325"
"-4400715945048607564"	"49755"
"-4400715945048607564"	"50018"
"-4400715945048607564"	"35965"
"-4709536422529614216"	"110967"
"-4709536422529614216"	"124816"
"-4709536422529614216"	"140818"
"-4709536422529614216"	"31263"
"-4709536422529614216"	"25472"
"-4709536422529614216"	"46348"
"-4709536422529614216"	"4922"
"-4709536422529614216"	"48213"
"-4709536422529614216"	"24867"
"-4709536422529614216"	"30045"
"-4501130865097894528"	"110616"
"-4501130865097894528"	"114546"
"-4501130865097894528"	"171967"
"-4501130865097894528"	"12161"
"-4501130865097894528"	"69836"
"-4501130865097894528"	"38373"
"-4501130865097894528"	"23790"
"-4501130865097894528"	"159204"
"-4501130865097894528"	"33742"
"-4501130865097894528"	"93665"
"-4501130865097894528"	"180333"
"-4501130865097894528"	"119648"
"-4501130865097894528"	"156685"
"-4501130865097894528"	"23993"
"-4501130865097894528"	"22112"
"-8754734411753965302"	"108777"
"-8754734411753965302"	"178834"
"-8754734411753965302"	"178385"
"-8754734411753965302"	"152450"
"-8754734411753965302"	"47115"
"-8754734411753965302"	"5840"
"-8754734411753965302"	"71421"
"-8754734411753965302"	"78116"
"-8754734411753965302"	"165246"
"-8754734411753965302"	"97268"
"-5885544299660582153"	"97373"
"-5885544299660582153"	"170999"
"-5885544299660582153"	"171007"
"-5885544299660582153"	"166493"
"-5885544299660582153"	"38409"
"-5885544299660582153"	"43942"
"-5885544299660582153"	"8005"
"-5885544299660582153"	"8112"
"-5885544299660582153"	"18133"
"-5885544299660582153"	"11380"
"-5885544299660582153"	"117622"
"-5885544299660582153"	"114828"
"-2779381262289932464"	"125859"
"-2779381262289932464"	"95198"
"-2779381262289932464"	"104153"
"-2779381262289932464"	"184362"
"-2779381262289932464"	"149335"
"-2779381262289932464"	"146835"
"-2779381262289932464"	"42853"
"-2779381262289932464"	"51155"
"-2779381262289932464"	"6734"
"-2779381262289932464"	"44356"
"-2779381262289932464"	"34202"
"-2779381262289932464"	"65251"
"-2779381262289932464"	"120845"
"-901453278608650504"	"136164"
"-901453278608650504"	"175471"
"-901453278608650504"	"183193"
"-901453278608650504"	"142321"
"-901453278608650504"	"30288"
"-901453278608650504"	"26086"
"-901453278608650504"	"54620"
"-901453278608650504"	"94494"
"-901453278608650504"	"169357"
"-901453278608650504"	"104558"
"-901453278608650504"	"49626"
"-901453278608650504"	"158591"
"-901453278608650504"	"107388"
"-901453278608650504"	"118058"
"4722809731006219467"	"111948"
"4722809731006219467"	"115694"
"4722809731006219467"	"171144"
"4722809731006219467"	"182757"
"4722809731006219467"	"148207"
"4722809731006219467"	"152719"
"4722809731006219467"	"161834"
"4722809731006219467"	"46333"
"4722809731006219467"	"185954"
"4154359228263867930"	"95292"
"4154359228263867930"	"92060"
"4154359228263867930"	"97382"
"4154359228263867930"	"82189"
"4154359228263867930"	"100668"
"4154359228263867930"	"142393"
"4154359228263867930"	"138913"
"4154359228263867930"	"156107"
"4154359228263867930"	"61033"
"4154359228263867930"	"92487"
"4154359228263867930"	"157368"
"4154359228263867930"	"109421"
"4154359228263867930"	"34971"
"4154359228263867930"	"72370"
"-5200719085873833637"	"90325"
"-5200719085873833637"	"28989"
"-5200719085873833637"	"47304"
"-5200719085873833637"	"893"
"-5200719085873833637"	"58298"
"-5200719085873833637"	"61416"
"-5200719085873833637"	"16031"
"-5200719085873833637"	"42136"
"-5200719085873833637"	"117347"
"-5200719085873833637"	"131589"
"-5200719085873833637"	"117038"
"-5200719085873833637"	"34955"
"3912553749902594293"	"170947"
"3912553749902594293"	"151136"
"3912553749902594293"	"156116"
"3912553749902594293"	"4409"
"3912553749902594293"	"12617"
"3912553749902594293"	"57773"
"3912553749902594293"	"111790"
"3912553749902594293"	"42415"
"3912553749902594293"	"41235"
"6490883376989513156"	"185616"
"-7200124319077870265"	"138334"
"-7200124319077870265"	"128984"
"-7200124319077870265"	"101905"
"-7200124319077870265"	"46885"
"-7200124319077870265"	"42236"
"-7200124319077870265"	"43251"
"-7200124319077870265"	"6474"
"-7200124319077870265"	"58459"
"-7200124319077870265"	"76503"
"-7200124319077870265"	"138031"
"-7200124319077870265"	"93229"
"-7200124319077870265"	"176185"
"-7200124319077870265"	"175796"
"-7200124319077870265"	"104467"
"-3951454542439150493"	"116818"
"-3951454542439150493"	"122234"
"-3951454542439150493"	"171369"
"-3951454542439150493"	"151409"
"-3951454542439150493"	"30587"
"-3951454542439150493"	"3282"
"-3951454542439150493"	"16124"
"-3951454542439150493"	"16125"
"-3951454542439150493"	"27047"
"-3951454542439150493"	"42298"
"-3951454542439150493"	"4963"
"2337219862284108106"	"116730"
"2337219862284108106"	"133509"
"2337219862284108106"	"98151"
"2337219862284108106"	"174150"
"2337219862284108106"	"173911"
"2337219862284108106"	"179368"
"2337219862284108106"	"179649"
"2337219862284108106"	"45070"
"2337219862284108106"	"90896"
"2337219862284108106"	"181428"
"2337219862284108106"	"147089"
"2337219862284108106"	"183569"
"2337219862284108106"	"108333"
"-7200056701513102621"	"133541"
"-7200056701513102621"	"101610"
"-7200056701513102621"	"183462"
"-7200056701513102621"	"161406"
"-7200056701513102621"	"38577"
"-7200056701513102621"	"1688"
"-7200056701513102621"	"17568"
"-7200056701513102621"	"54103"
"-7200056701513102621"	"48225"
"-7200056701513102621"	"54352"
"-8841542805290732868"	"117386"
"-8841542805290732868"	"110466"
"-8841542805290732868"	"174276"
"-8841542805290732868"	"170816"
"-8841542805290732868"	"171193"
"-8841542805290732868"	"172599"
"-8841542805290732868"	"44450"
"-8647128743561798150"	"117753"
"-8647128743561798150"	"93121"
"-8647128743561798150"	"102188"
"-8647128743561798150"	"178009"
"-8647128743561798150"	"28012"
"-8647128743561798150"	"28271"
"-8647128743561798150"	"60095"
"-8647128743561798150"	"56910"
"-8647128743561798150"	"93120"
"-8647128743561798150"	"28270"
"-8647128743561798150"	"122090"
"-8647128743561798150"	"116176"
"-1047543099056468626"	"92737"
"-1047543099056468626"	"89681"
"-1047543099056468626"	"1630"
"-1047543099056468626"	"13337"
"-1047543099056468626"	"60976"
"-1047543099056468626"	"54522"
"-1047543099056468626"	"95952"
"-355832090730620748"	"99831"
"-355832090730620748"	"172821"
"-355832090730620748"	"33130"
"-355832090730620748"	"3508"
"-355832090730620748"	"58146"
"-355832090730620748"	"129413"
"-355832090730620748"	"42615"
"-355832090730620748"	"56156"
"-355832090730620748"	"27751"
"-355832090730620748"	"54456"
"-355832090730620748"	"23454"
"-355832090730620748"	"6879"
"-355832090730620748"	"4086"
"-7399847245700249390"	"116026"
"-7399847245700249390"	"134884"
"-7399847245700249390"	"135510"
"-7399847245700249390"	"90050"
"-7399847245700249390"	"103368"
"-7399847245700249390"	"170169"
"-7399847245700249390"	"157213"
"-7399847245700249390"	"23906"
"-7399847245700249390"	"21830"
"-7399847245700249390"	"164760"
"-7399847245700249390"	"90049"
"-7399847245700249390"	"185665"
"3531951912742516330"	"115907"
"3531951912742516330"	"107298"
"3531951912742516330"	"148860"
"3531951912742516330"	"22627"
"3531951912742516330"	"13070"
"3531951912742516330"	"23127"
"3531951912742516330"	"26190"
"3531951912742516330"	"101033"
"3531951912742516330"	"133671"
"3531951912742516330"	"11766"
"3531951912742516330"	"57854"
"3531951912742516330"	"95388"
"3531951912742516330"	"104308"
"3531951912742516330"	"50412"
"3531951912742516330"	"130233"
"3531951912742516330"	"92878"
"3531951912742516330"	"142245"
"2809797377402095157"	"119042"
"2809797377402095157"	"172433"
"2809797377402095157"	"186149"
"2809797377402095157"	"8995"
"2809797377402095157"	"21324"
"2809797377402095157"	"115929"
"2809797377402095157"	"160030"
"-7800125751791293758"	"116268"
"-7800125751791293758"	"116269"
"-7800125751791293758"	"104016"
"-7800125751791293758"	"58854"
"-7800125751791293758"	"61833"
"-7800125751791293758"	"24529"
"-7800125751791293758"	"106474"
"7726317818688943966"	"135987"
"7726317818688943966"	"146591"
"7726317818688943966"	"14763"
"7726317818688943966"	"55259"
"7726317818688943966"	"62676"
"7726317818688943966"	"58477"
"8375301801822560127"	"117271"
"8375301801822560127"	"135354"
"8375301801822560127"	"96726"
"8375301801822560127"	"89775"
"8375301801822560127"	"185563"
"8375301801822560127"	"46461"
"8375301801822560127"	"20204"
"8375301801822560127"	"68007"
"8375301801822560127"	"90407"
"8375301801822560127"	"184558"
"8375301801822560127"	"170967"
"8375301801822560127"	"142084"
"8375301801822560127"	"26052"
"-7401329575601911727"	"133143"
"-7401329575601911727"	"107341"
"-7401329575601911727"	"146475"
"-7401329575601911727"	"44215"
"-7401329575601911727"	"22360"
"-7401329575601911727"	"12798"
"-7401329575601911727"	"58203"
"-7401329575601911727"	"183393"
"-7401329575601911727"	"44740"
"-7401329575601911727"	"100069"
"-10968856719763814"	"115138"
"-10968856719763814"	"173728"
"-10968856719763814"	"166281"
"-10968856719763814"	"33988"
"-10968856719763814"	"7634"
"-10968856719763814"	"64284"
"-10968856719763814"	"35164"
"-10968856719763814"	"33987"
"-10968856719763814"	"102250"
"-4533705047032389806"	"112434"
"-4533705047032389806"	"113907"
"-4533705047032389806"	"99767"
"-4533705047032389806"	"139022"
"-4533705047032389806"	"33723"
"-4533705047032389806"	"1980"
"-4533705047032389806"	"183196"
"-4533705047032389806"	"113908"
"2495561624923528868"	"117292"
"2495561624923528868"	"128021"
"2495561624923528868"	"103171"
"2495561624923528868"	"42464"
"2495561624923528868"	"9837"
"2495561624923528868"	"20882"
"2495561624923528868"	"71715"
"2495561624923528868"	"184661"
"2495561624923528868"	"142893"
"2495561624923528868"	"16909"
"2495561624923528868"	"123764"
"2495561624923528868"	"52526"
"2495561624923528868"	"175242"
"2495561624923528868"	"111328"
"-1115906497722496104"	"112838"
"-1115906497722496104"	"169036"
"-1115906497722496104"	"147507"
"-1115906497722496104"	"158505"
"-1115906497722496104"	"37957"
"-1115906497722496104"	"28158"
"-1115906497722496104"	"14041"
"-1115906497722496104"	"127027"
"-1115906497722496104"	"44254"
"-1115906497722496104"	"26646"
"-1115906497722496104"	"116307"
"-1115906497722496104"	"67730"
"-1115906497722496104"	"175216"
"6807117171937690539"	"132081"
"6807117171937690539"	"123394"
"6807117171937690539"	"97484"
"6807117171937690539"	"186102"
"6807117171937690539"	"148678"
"6807117171937690539"	"35544"
"6807117171937690539"	"5508"
"6807117171937690539"	"10794"
"6807117171937690539"	"61642"
"6807117171937690539"	"157884"
"-4082560414167460890"	"117870"
"-4082560414167460890"	"7959"
"-4082560414167460890"	"7960"
"-4082560414167460890"	"54302"
"-4082560414167460890"	"54303"
"-4082560414167460890"	"54304"
"-4082560414167460890"	"71458"
"-4082560414167460890"	"47387"
"-5376062369618088086"	"169410"
"-5376062369618088086"	"172556"
"-5376062369618088086"	"178963"
"-5376062369618088086"	"24146"
"-5376062369618088086"	"144734"
"8545908257350266971"	"117765"
"8545908257350266971"	"99959"
"8545908257350266971"	"183464"
"8545908257350266971"	"180661"
"8545908257350266971"	"24229"
"8545908257350266971"	"23980"
"8545908257350266971"	"16568"
