"Proteins Unique Sequence ID"	"Annotation Protein Groups Group ID"
"1566902771694482530"	"15266"
"1566902771694482530"	"2324"
"4360705577473031613"	"15100"
"4360705577473031613"	"15101"
"4360705577473031613"	"1936"
"-9147063981897791280"	"809"
"-9147063981897791280"	"805"
"4500438095718597566"	"4866"
"4500438095718597566"	"4878"
"4500438095718597566"	"4876"
"4500438095718597566"	"304"
"4500438095718597566"	"1098"
"4500438095718597566"	"1150"
"4500438095718597566"	"12154"
"863607298942774600"	"14914"
"-9195295084740601325"	"350"
"-9195295084740601325"	"417"
"-9195295084740601325"	"440"
"-9195295084740601325"	"384"
"-9195295084740601325"	"480"
"1535429357355427418"	"10778"
"1535429357355427418"	"13485"
"1535429357355427418"	"1981"
"1535429357355427418"	"10178"
"1535429357355427418"	"304"
"1535429357355427418"	"1964"
"1535429357355427418"	"1098"
"1535429357355427418"	"5953"
"5817906340983341960"	"6274"
"5817906340983341960"	"6267"
"5817906340983341960"	"928"
"5817906340983341960"	"3441"
"-739421069394072340"	"4850"
"-739421069394072340"	"14024"
"-739421069394072340"	"14025"
"-739421069394072340"	"14029"
"-739421069394072340"	"9150"
"-739421069394072340"	"14026"
"3728877322360888626"	"16342"
"3728877322360888626"	"5628"
"3728877322360888626"	"6263"
"3728877322360888626"	"10307"
"3728877322360888626"	"2754"
"-8198738028437086806"	"5454"
"-8198738028437086806"	"5455"
"-8198738028437086806"	"5459"
"-8198738028437086806"	"5456"
"-8198738028437086806"	"3069"
"-8198738028437086806"	"5452"
"-8198738028437086806"	"5453"
"3327789120096563661"	"4671"
"3327789120096563661"	"3521"
"3327789120096563661"	"14303"
"3327789120096563661"	"13465"
"756136000491077603"	"3467"
"756136000491077603"	"14889"
"756136000491077603"	"9150"
"756136000491077603"	"742"
"756136000491077603"	"1300"
"756136000491077603"	"14891"
"756136000491077603"	"14026"
"756136000491077603"	"13611"
"756136000491077603"	"14890"
"756136000491077603"	"4856"
"-1819125433981479748"	"485"
"-1819125433981479748"	"10622"
"-6716133539155154712"	"8359"
"-6716133539155154712"	"2754"
"-6716133539155154712"	"6297"
"-5329658274444496515"	"5177"
"-5329658274444496515"	"10204"
"-5329658274444496515"	"4060"
"-5329658274444496515"	"5178"
"-5329658274444496515"	"1166"
"1099324451451245677"	"12213"
"1099324451451245677"	"12216"
"551881844425109656"	"14777"
"551881844425109656"	"7019"
"551881844425109656"	"834"
"551881844425109656"	"8720"
"551881844425109656"	"1324"
"551881844425109656"	"2999"
"551881844425109656"	"2351"
"551881844425109656"	"6703"
"551881844425109656"	"14781"
"551881844425109656"	"13997"
"551881844425109656"	"11461"
"5049018417817342026"	"16959"
"5049018417817342026"	"16960"
"5049018417817342026"	"7085"
"4330394968015135701"	"12093"
"4330394968015135701"	"13714"
"4330394968015135701"	"9731"
"4330394968015135701"	"1507"
"4330394968015135701"	"9345"
"4330394968015135701"	"13138"
"4330394968015135701"	"12629"
"4330394968015135701"	"6078"
"4330394968015135701"	"1003"
"4330394968015135701"	"10040"
"-5216931438576770944"	"10290"
"-3076741616427270014"	"12394"
"1839612719642205858"	"15385"
"1839612719642205858"	"15392"
"1839612719642205858"	"7861"
"1839612719642205858"	"3539"
"1839612719642205858"	"6251"
"8454366493935613494"	"18284"
"8454366493935613494"	"1583"
"8454366493935613494"	"1570"
"8454366493935613494"	"1563"
"8454366493935613494"	"2450"
"-7431042407162154153"	"7141"
"-6469801124856573436"	"1981"
"-6469801124856573436"	"304"
"-6469801124856573436"	"6991"
"-6469801124856573436"	"4409"
"-6469801124856573436"	"485"
"-6469801124856573436"	"2324"
"-6469801124856573436"	"7259"
"124053754926249858"	"12687"
"124053754926249858"	"12688"
"124053754926249858"	"12612"
"124053754926249858"	"9859"
"-77584884133553683"	"14423"
"-77584884133553683"	"14422"
"-77584884133553683"	"1081"
"-77584884133553683"	"4070"
"-4844416647535235754"	"10648"
"-4844416647535235754"	"10647"
"-4844416647535235754"	"10646"
"-4844416647535235754"	"2482"
"1612491288449717862"	"7954"
"1612491288449717862"	"15272"
"1612491288449717862"	"15273"
"1612491288449717862"	"3679"
"1612491288449717862"	"15274"
"-1594484432885072185"	"13519"
"-5625038226073765913"	"3174"
"-5625038226073765913"	"3168"
"-5625038226073765913"	"9701"
"8845776874603627941"	"7752"
"8845776874603627941"	"1981"
"8845776874603627941"	"304"
"8845776874603627941"	"1964"
"8845776874603627941"	"2013"
"8845776874603627941"	"18444"
"8845776874603627941"	"18443"
"5588374002070682198"	"7769"
"5588374002070682198"	"1965"
"5588374002070682198"	"2962"
"5588374002070682198"	"2583"
"5588374002070682198"	"2575"
"5588374002070682198"	"17265"
"5588374002070682198"	"304"
"5588374002070682198"	"2803"
"5588374002070682198"	"1964"
"5588374002070682198"	"2013"
"5588374002070682198"	"2899"
"5588374002070682198"	"9213"
"5588374002070682198"	"10815"
"5588374002070682198"	"4301"
"5588374002070682198"	"2906"
"5588374002070682198"	"7250"
"5588374002070682198"	"6715"
"5588374002070682198"	"12461"
"5588374002070682198"	"14508"
"5588374002070682198"	"7260"
"1240749293216846131"	"15094"
"1240749293216846131"	"11346"
"1240749293216846131"	"5072"
"1240749293216846131"	"12351"
"1240749293216846131"	"1509"
"1240749293216846131"	"1098"
"1240749293216846131"	"15095"
"1240749293216846131"	"594"
"1240749293216846131"	"3747"
"1240749293216846131"	"5111"
"1240749293216846131"	"5538"
"-8452919191869770403"	"4464"
"-8452919191869770403"	"4465"
"-8452919191869770403"	"1541"
"-2543898889334680909"	"3898"
"-2543898889334680909"	"4729"
"-1107540500627023376"	"3478"
"-1107540500627023376"	"13776"
"-1107540500627023376"	"2189"
"-1107540500627023376"	"7132"
"-1107540500627023376"	"7154"
"-4100918330742864628"	"11422"
"-4550175075661587004"	"11012"
"-4550175075661587004"	"11013"
"-4550175075661587004"	"6093"
"-4550175075661587004"	"11014"
"-4550175075661587004"	"8159"
"-4550175075661587004"	"6096"
"-4550175075661587004"	"11016"
"-3128972635678329678"	"12362"
"-3128972635678329678"	"7789"
"-3128972635678329678"	"12361"
"-5940813161561783541"	"9347"
"-5940813161561783541"	"9343"
"-5940813161561783541"	"9344"
"-5940813161561783541"	"9346"
"-5940813161561783541"	"2259"
"-5940813161561783541"	"5988"
"-5940813161561783541"	"297"
"-5940813161561783541"	"9345"
"-5940813161561783541"	"1003"
"4406338825216404645"	"16691"
"4406338825216404645"	"11692"
"4406338825216404645"	"4419"
"4406338825216404645"	"4084"
"1714630333721311506"	"15327"
"1714630333721311506"	"15328"
"-2057473982284889793"	"8394"
"7752798674986433827"	"18118"
"7752798674986433827"	"18119"
"7752798674986433827"	"2803"
"7752798674986433827"	"123"
"7752798674986433827"	"130"
"7752798674986433827"	"18117"
"7752798674986433827"	"2306"
"-2309568012740462624"	"9165"
"-2309568012740462624"	"9161"
"-2309568012740462624"	"13031"
"-2309568012740462624"	"3114"
"-2309568012740462624"	"9154"
"-2309568012740462624"	"2544"
"-2309568012740462624"	"485"
"-2309568012740462624"	"297"
"-2309568012740462624"	"6878"
"-2309568012740462624"	"939"
"-2309568012740462624"	"1790"
"2963381124708492524"	"15986"
"4429006779143257910"	"14218"
"-8722067118007621165"	"3452"
"-8722067118007621165"	"3464"
"-8722067118007621165"	"3437"
"-8722067118007621165"	"3436"
"-8722067118007621165"	"53"
"-8722067118007621165"	"3443"
"-8722067118007621165"	"3438"
"-8722067118007621165"	"3435"
"-8722067118007621165"	"3441"
"-8722067118007621165"	"3434"
"2701025177497762752"	"15845"
"2701025177497762752"	"15846"
"-1211029330043512370"	"13728"
"-1211029330043512370"	"9634"
"-6002350246500679628"	"9199"
"-6002350246500679628"	"9197"
"-6002350246500679628"	"9200"
"-6002350246500679628"	"7189"
"-6002350246500679628"	"7188"
"-6002350246500679628"	"9203"
"5656121017139874826"	"7670"
"5656121017139874826"	"1541"
"5656121017139874826"	"15239"
"5656121017139874826"	"16113"
"5656121017139874826"	"13465"
"-6259860464076082435"	"8608"
"-6259860464076082435"	"4239"
"-6259860464076082435"	"8847"
"-6259860464076082435"	"6662"
"-6259860464076082435"	"304"
"-6259860464076082435"	"6991"
"-6634047056467408227"	"5644"
"-6634047056467408227"	"8475"
"-6634047056467408227"	"3834"
"-6634047056467408227"	"4591"
"-6634047056467408227"	"3846"
"-6634047056467408227"	"8476"
"-6634047056467408227"	"8473"
"-6634047056467408227"	"6294"
"-6634047056467408227"	"7018"
"-6634047056467408227"	"8480"
"-6634047056467408227"	"3844"
"-6634047056467408227"	"8472"
"-6634047056467408227"	"7019"
"-6634047056467408227"	"8474"
"-6634047056467408227"	"3199"
"-6634047056467408227"	"8481"
"513337833647549896"	"14767"
"513337833647549896"	"14471"
"513337833647549896"	"14770"
"513337833647549896"	"9480"
"513337833647549896"	"14769"
"513337833647549896"	"7496"
"513337833647549896"	"14766"
"513337833647549896"	"14768"
"513337833647549896"	"3473"
"513337833647549896"	"1093"
"513337833647549896"	"8560"
"9177231757861531522"	"2695"
"9177231757861531522"	"1946"
"9177231757861531522"	"1952"
"9177231757861531522"	"4963"
"9177231757861531522"	"4950"
"9177231757861531522"	"1951"
"9177231757861531522"	"4419"
"9177231757861531522"	"480"
"5796509123597455273"	"8040"
"5796509123597455273"	"8035"
"5796509123597455273"	"8036"
"5796509123597455273"	"8037"
"5796509123597455273"	"8038"
"5796509123597455273"	"1166"
"5654176434679712524"	"3"
"5654176434679712524"	"1"
"8809739148280005605"	"15466"
"8809739148280005605"	"2808"
"8809739148280005605"	"2754"
"-5042941207885374571"	"4747"
"-5042941207885374571"	"4753"
"-5042941207885374571"	"4745"
"-5042941207885374571"	"4409"
"-5042941207885374571"	"297"
"-5042941207885374571"	"2306"
"-5042941207885374571"	"36"
"-5042941207885374571"	"4746"
"3792046426100688845"	"16361"
"3792046426100688845"	"10120"
"3792046426100688845"	"6294"
"3792046426100688845"	"3844"
"3792046426100688845"	"7667"
"3792046426100688845"	"16360"
"1761615694951134021"	"2808"
"1761615694951134021"	"6263"
"1761615694951134021"	"2754"
"1761615694951134021"	"14203"
"-2602489287625283403"	"12782"
"-2602489287625283403"	"1965"
"-2602489287625283403"	"1981"
"-2602489287625283403"	"12193"
"-2602489287625283403"	"12781"
"-2602489287625283403"	"11399"
"-2602489287625283403"	"304"
"-2602489287625283403"	"2013"
"-2602489287625283403"	"6659"
"-2602489287625283403"	"2893"
"-2602489287625283403"	"6991"
"-2602489287625283403"	"5675"
"-2602489287625283403"	"10815"
"-2602489287625283403"	"6205"
"-2602489287625283403"	"12461"
"-2602489287625283403"	"12780"
"-3208333928556779422"	"12300"
"-3208333928556779422"	"12302"
"2826650301699758635"	"8847"
"2826650301699758635"	"6662"
"2826650301699758635"	"757"
"2826650301699758635"	"2189"
"2826650301699758635"	"1150"
"2826650301699758635"	"1145"
"-1581896134396951467"	"13542"
"-1581896134396951467"	"2306"
"-7289415820017297402"	"7402"
"-7289415820017297402"	"7403"
"-7289415820017297402"	"2754"
"-7289415820017297402"	"6297"
"-8740518017781001578"	"3399"
"-1011353078992681906"	"11260"
"-1011353078992681906"	"13871"
"-1011353078992681906"	"11261"
"-1011353078992681906"	"11259"
"-1011353078992681906"	"11262"
"-1011353078992681906"	"11273"
"-1011353078992681906"	"11271"
"-1011353078992681906"	"3778"
"-1011353078992681906"	"11263"
"-1011353078992681906"	"13874"
"-1011353078992681906"	"2259"
"-1011353078992681906"	"297"
"-1011353078992681906"	"11366"
"-1011353078992681906"	"13872"
"-3146791204946970239"	"2587"
"-3146791204946970239"	"2603"
"-3146791204946970239"	"2583"
"-3146791204946970239"	"7466"
"-3146791204946970239"	"2575"
"-3146791204946970239"	"1789"
"-3146791204946970239"	"1536"
"-3146791204946970239"	"7265"
"-3146791204946970239"	"2491"
"-3146791204946970239"	"3075"
"-3146791204946970239"	"36"
"-3146791204946970239"	"7960"
"-7849372490440627698"	"6235"
"-7849372490440627698"	"6234"
"-7849372490440627698"	"6236"
"9188891296985920952"	"1544"
"9188891296985920952"	"6496"
"9188891296985920952"	"6284"
"9188891296985920952"	"4677"
"9188891296985920952"	"4671"
"9188891296985920952"	"1541"
"9188891296985920952"	"3521"
"9188891296985920952"	"3674"
"-3045251361027418727"	"12425"
"-3045251361027418727"	"7678"
"-3045251361027418727"	"297"
"-3045251361027418727"	"12426"
"4230519549884410634"	"16597"
"4230519549884410634"	"16601"
"4230519549884410634"	"2786"
"4230519549884410634"	"9848"
"4230519549884410634"	"11510"
"4230519549884410634"	"53"
"4230519549884410634"	"16599"
"4230519549884410634"	"16598"
"4146618986531713622"	"14735"
"4146618986531713622"	"5628"
"4146618986531713622"	"2754"
"-2758038755542979545"	"12695"
"-2758038755542979545"	"6890"
"-2758038755542979545"	"12697"
"-2758038755542979545"	"2693"
"-2758038755542979545"	"5714"
"-2758038755542979545"	"741"
"-2758038755542979545"	"3330"
"-2758038755542979545"	"9336"
"-2758038755542979545"	"12702"
"-2758038755542979545"	"12704"
"-2758038755542979545"	"2013"
"-2758038755542979545"	"3898"
"-2758038755542979545"	"12706"
"-2758038755542979545"	"2706"
"-2758038755542979545"	"53"
"-2758038755542979545"	"729"
"-2758038755542979545"	"12708"
"-2758038755542979545"	"12707"
"-2758038755542979545"	"12698"
"-2758038755542979545"	"11110"
"-2758038755542979545"	"11124"
"692688187917917011"	"5336"
"692688187917917011"	"5467"
"-3259776130493618651"	"10163"
"-3259776130493618651"	"12238"
"-3259776130493618651"	"12237"
"-3259776130493618651"	"12240"
"-3259776130493618651"	"12241"
"-3259776130493618651"	"10164"
"-3259776130493618651"	"53"
"-3259776130493618651"	"297"
"-2375108519350628678"	"12963"
"-2375108519350628678"	"12955"
"-2375108519350628678"	"12959"
"-2375108519350628678"	"12970"
"-2375108519350628678"	"3506"
"-2375108519350628678"	"5759"
"-2375108519350628678"	"3873"
"-2375108519350628678"	"2152"
"-2375108519350628678"	"4190"
"-2375108519350628678"	"2990"
"-2375108519350628678"	"10073"
"-2375108519350628678"	"3000"
"-2375108519350628678"	"10043"
"-2375108519350628678"	"4343"
"-2375108519350628678"	"12956"
"-2375108519350628678"	"12953"
"-2375108519350628678"	"9545"
"-3501593659518735213"	"2786"
"-3501593659518735213"	"7576"
"-3501593659518735213"	"61"
"-3501593659518735213"	"1595"
"-3501593659518735213"	"19"
"-3501593659518735213"	"3"
"-3501593659518735213"	"1"
"-3501593659518735213"	"2"
"-3501593659518735213"	"15"
"-1553618402164793046"	"13545"
"-7476977248749324952"	"7073"
"-7476977248749324952"	"7077"
"-7476977248749324952"	"7078"
"-7476977248749324952"	"7072"
"-2243304084648640018"	"8877"
"-2243304084648640018"	"13094"
"-2243304084648640018"	"2639"
"-2243304084648640018"	"53"
"-2243304084648640018"	"2306"
"-2243304084648640018"	"11404"
"-2433115600945490106"	"1911"
"-2433115600945490106"	"11446"
"-2433115600945490106"	"12915"
"-2433115600945490106"	"12913"
"-2433115600945490106"	"11147"
"-2433115600945490106"	"12914"
"-2433115600945490106"	"1098"
"-2433115600945490106"	"1640"
"-2433115600945490106"	"1595"
"-2433115600945490106"	"53"
"-2433115600945490106"	"1162"
"-2433115600945490106"	"12503"
"-2433115600945490106"	"12259"
"-2433115600945490106"	"6723"
"-2433115600945490106"	"12260"
"-2433115600945490106"	"4070"
"-8985233522455606046"	"2233"
"-8985233522455606046"	"2232"
"-8985233522455606046"	"2229"
"-8985233522455606046"	"1946"
"-8985233522455606046"	"2234"
"-8985233522455606046"	"1098"
"-8985233522455606046"	"2230"
"-4022376780209334762"	"11496"
"-4022376780209334762"	"11497"
"-8451694186259982559"	"4466"
"-8451694186259982559"	"2480"
"385044699666679526"	"10120"
"385044699666679526"	"1541"
"385044699666679526"	"3521"
"2541081725476023529"	"15749"
"8338185896590092974"	"18250"
"8338185896590092974"	"5393"
"8338185896590092974"	"1645"
"-8701266695983432049"	"3522"
"-8701266695983432049"	"1470"
"-1760362922626917016"	"4677"
"-1760362922626917016"	"4671"
"-1760362922626917016"	"1541"
"-1760362922626917016"	"10207"
"-2849598886551382800"	"12607"
"-2849598886551382800"	"1541"
"-3988284594388072596"	"11536"
"-3988284594388072596"	"2899"
"-3988284594388072596"	"8347"
"-3988284594388072596"	"1507"
"-3988284594388072596"	"1053"
"-3988284594388072596"	"1287"
"-3988284594388072596"	"7665"
"-3988284594388072596"	"1145"
"-3988284594388072596"	"1144"
"-3988284594388072596"	"1283"
"8696690186535498755"	"9386"
"8696690186535498755"	"9397"
"8696690186535498755"	"17505"
"8696690186535498755"	"729"
"8696690186535498755"	"1001"
"-8284238636204058058"	"5154"
"-8284238636204058058"	"1583"
"-8284238636204058058"	"1570"
"-8284238636204058058"	"1563"
"-8284238636204058058"	"1579"
"-8284238636204058058"	"1696"
"4024286234021820395"	"1647"
"4024286234021820395"	"2189"
"4024286234021820395"	"5176"
"2420827179212213562"	"15684"
"2420827179212213562"	"5073"
"2420827179212213562"	"5054"
"-6980726595472841033"	"7918"
"-6980726595472841033"	"7930"
"-6980726595472841033"	"7933"
"-6980726595472841033"	"1166"
"-6980726595472841033"	"7927"
"-6980726595472841033"	"297"
"-6980726595472841033"	"7932"
"-6980726595472841033"	"4708"
"-6980726595472841033"	"4949"
"-6980726595472841033"	"1790"
"-6980726595472841033"	"7931"
"-3256219212228257535"	"12250"
"-3256219212228257535"	"12244"
"-3256219212228257535"	"12245"
"-3256219212228257535"	"12243"
"-3256219212228257535"	"1166"
"-3256219212228257535"	"3033"
"-3256219212228257535"	"7977"
"-3256219212228257535"	"297"
"-3256219212228257535"	"12252"
"-3256219212228257535"	"5941"
"5432716996293136503"	"6274"
"5432716996293136503"	"5628"
"5432716996293136503"	"2754"
"5432716996293136503"	"7215"
"5432716996293136503"	"928"
"5432716996293136503"	"3053"
"5432716996293136503"	"3069"
"5432716996293136503"	"2116"
"5432716996293136503"	"17197"
"5432716996293136503"	"1281"
"5432716996293136503"	"1275"
"-5442629486260098393"	"10005"
"-5442629486260098393"	"4221"
"-5442629486260098393"	"10004"
"-5442629486260098393"	"10010"
"-5442629486260098393"	"10001"
"-5442629486260098393"	"10002"
"-5442629486260098393"	"61"
"-5442629486260098393"	"7832"
"-5442629486260098393"	"485"
"-5442629486260098393"	"3053"
"-5442629486260098393"	"10003"
"-5442629486260098393"	"297"
"-5442629486260098393"	"7334"
"-5442629486260098393"	"6723"
"-5442629486260098393"	"4575"
"-5442629486260098393"	"7781"
"-5442629486260098393"	"1910"
"-5442629486260098393"	"6698"
"-445851658510322323"	"8209"
"-445851658510322323"	"14205"
"-445851658510322323"	"14207"
"-445851658510322323"	"14204"
"-445851658510322323"	"11092"
"-445851658510322323"	"6294"
"-445851658510322323"	"4373"
"-445851658510322323"	"3844"
"-445851658510322323"	"14206"
"-445851658510322323"	"4358"
"-445851658510322323"	"6054"
"-445851658510322323"	"14203"
"-445851658510322323"	"4419"
"-2591250137459754120"	"12794"
"-2591250137459754120"	"12795"
"-2591250137459754120"	"12796"
"-2591250137459754120"	"12798"
"-2591250137459754120"	"12799"
"-2591250137459754120"	"12801"
"-2591250137459754120"	"53"
"-2591250137459754120"	"297"
"272489793728892869"	"14631"
"272489793728892869"	"5049"
"272489793728892869"	"14632"
"272489793728892869"	"6205"
"-1621109291993521829"	"2812"
"-1621109291993521829"	"2813"
"-1621109291993521829"	"1470"
"-2766829585988969351"	"1946"
"-2766829585988969351"	"4963"
"-2766829585988969351"	"4950"
"-2766829585988969351"	"1951"
"-2766829585988969351"	"12691"
"-2766829585988969351"	"12690"
"6623340480838481175"	"5919"
"6623340480838481175"	"1541"
"6623340480838481175"	"3521"
"8611870974223822516"	"15525"
"-6810289511595074622"	"4004"
"-6810289511595074622"	"8213"
"-6810289511595074622"	"2843"
"-6810289511595074622"	"3979"
"-6810289511595074622"	"7052"
"-6810289511595074622"	"8218"
"-6810289511595074622"	"8212"
"-1083280480669131448"	"13808"
"-1083280480669131448"	"2512"
"-1083280480669131448"	"6731"
"-1083280480669131448"	"123"
"-1083280480669131448"	"4544"
"-1083280480669131448"	"130"
"-1083280480669131448"	"13801"
"-1083280480669131448"	"13805"
"-1083280480669131448"	"13809"
"-1083280480669131448"	"13807"
"-1083280480669131448"	"12300"
"-1083280480669131448"	"13804"
"-1083280480669131448"	"13800"
"-1083280480669131448"	"12302"
"-1083280480669131448"	"13803"
"1860975273197737865"	"10846"
"1860975273197737865"	"8113"
"1860975273197737865"	"297"
"1860975273197737865"	"1790"
"1498458301552967093"	"15209"
"1498458301552967093"	"15210"
"1498458301552967093"	"15215"
"1498458301552967093"	"742"
"1498458301552967093"	"14899"
"1498458301552967093"	"10532"
"-8424290997106933324"	"4652"
"-8424290997106933324"	"3300"
"-8424290997106933324"	"4653"
"8697682766688933342"	"18401"
"8697682766688933342"	"4788"
"8697682766688933342"	"7219"
"-6803105277320929101"	"8221"
"-700006474042265009"	"5688"
"-700006474042265009"	"14070"
"-700006474042265009"	"4677"
"-700006474042265009"	"4671"
"3370309329751245495"	"16174"
"3370309329751245495"	"16179"
"3370309329751245495"	"10706"
"3370309329751245495"	"3905"
"3370309329751245495"	"16177"
"-5233814876495562801"	"10267"
"-5233814876495562801"	"10268"
"-5233814876495562801"	"10269"
"-5233814876495562801"	"7988"
"-5233814876495562801"	"7969"
"-5233814876495562801"	"7785"
"-5233814876495562801"	"7764"
"-5233814876495562801"	"297"
"-5233814876495562801"	"10280"
"-5233814876495562801"	"10274"
"-5233814876495562801"	"3508"
"-5233814876495562801"	"5941"
"5384337703464320291"	"4568"
"5384337703464320291"	"17140"
"5384337703464320291"	"17141"
"5384337703464320291"	"17143"
"5384337703464320291"	"17145"
"5384337703464320291"	"304"
"5384337703464320291"	"3033"
"5384337703464320291"	"10280"
"5384337703464320291"	"7982"
"-4658645955564383119"	"10869"
"-4658645955564383119"	"2013"
"-4658645955564383119"	"1098"
"-4658645955564383119"	"64"
"-4658645955564383119"	"7150"
"-4658645955564383119"	"10868"
"-142769344711843061"	"9021"
"-142769344711843061"	"14384"
"-142769344711843061"	"9025"
"-142769344711843061"	"8550"
"-142769344711843061"	"12158"
"-142769344711843061"	"6138"
"3980746601808787358"	"6143"
"3980746601808787358"	"297"
"215729870143927910"	"14599"
"215729870143927910"	"14600"
"215729870143927910"	"2754"
"215729870143927910"	"2755"
"3443446084982214279"	"9347"
"3443446084982214279"	"4505"
"3443446084982214279"	"12430"
"3443446084982214279"	"12431"
"3443446084982214279"	"11666"
"3443446084982214279"	"12432"
"3443446084982214279"	"4491"
"3443446084982214279"	"3569"
"3443446084982214279"	"16199"
"3443446084982214279"	"4502"
"3443446084982214279"	"4485"
"3443446084982214279"	"4488"
"3443446084982214279"	"8120"
"3443446084982214279"	"16198"
"3443446084982214279"	"2259"
"3443446084982214279"	"6397"
"3443446084982214279"	"13714"
"3443446084982214279"	"6659"
"3443446084982214279"	"6395"
"3443446084982214279"	"297"
"3443446084982214279"	"12429"
"2454475807514495149"	"15702"
"2454475807514495149"	"15697"
"2454475807514495149"	"2334"
"2454475807514495149"	"2891"
"2454475807514495149"	"6971"
"2454475807514495149"	"11651"
"2454475807514495149"	"15696"
"2454475807514495149"	"13552"
"2454475807514495149"	"2843"
"2454475807514495149"	"53"
"2454475807514495149"	"7114"
"2454475807514495149"	"4084"
"2454475807514495149"	"15699"
"2454475807514495149"	"9938"
"2454475807514495149"	"9503"
"-5122002380756434681"	"6033"
"4311553193835580120"	"1583"
"4311553193835580120"	"1570"
"4311553193835580120"	"1563"
"4311553193835580120"	"1579"
"4311553193835580120"	"8588"
"8286530119888385384"	"17641"
"8286530119888385384"	"2666"
"8286530119888385384"	"15628"
"8286530119888385384"	"14420"
"8286530119888385384"	"1648"
"1057700897191135485"	"8240"
"1057700897191135485"	"15004"
"1057700897191135485"	"15005"
"1057700897191135485"	"14849"
"1057700897191135485"	"2202"
"1057700897191135485"	"2204"
"1057700897191135485"	"2222"
"1057700897191135485"	"13432"
"1057700897191135485"	"15003"
"1057700897191135485"	"15001"
"-2598946853791074460"	"12787"
"-2598946853791074460"	"12786"
"-2598946853791074460"	"11430"
"-2598946853791074460"	"304"
"-2598946853791074460"	"5182"
"-4631406937187743282"	"1550"
"-4631406937187743282"	"1552"
"-4631406937187743282"	"2665"
"-976033423709961212"	"13884"
"-976033423709961212"	"1400"
"-8817189782038063101"	"483"
"7862076304528577540"	"18157"
"7862076304528577540"	"4207"
"7862076304528577540"	"1507"
"7862076304528577540"	"18156"
"9003669345530149661"	"18494"
"9003669345530149661"	"18496"
"9003669345530149661"	"18497"
"9003669345530149661"	"18498"
"9003669345530149661"	"18499"
"9003669345530149661"	"18493"
"9003669345530149661"	"18495"
"9003669345530149661"	"9265"
"4487199997490175914"	"16718"
"4487199997490175914"	"16720"
"4487199997490175914"	"742"
"4487199997490175914"	"15697"
"4487199997490175914"	"741"
"4487199997490175914"	"6447"
"4487199997490175914"	"2230"
"8637497860104469550"	"12005"
"8637497860104469550"	"12117"
"8637497860104469550"	"4084"
"-1918127686378148163"	"8103"
"-1918127686378148163"	"11868"
"-1918127686378148163"	"9792"
"-1918127686378148163"	"9803"
"-1918127686378148163"	"7186"
"-1918127686378148163"	"13291"
"-1918127686378148163"	"1470"
"-1918127686378148163"	"6452"
"7397998273333471065"	"13563"
"7397998273333471065"	"1652"
"7397998273333471065"	"13532"
"7397998273333471065"	"15"
"7397998273333471065"	"4143"
"-9007113237130658680"	"63"
"-9007113237130658680"	"1925"
"-9007113237130658680"	"1936"
"-9007113237130658680"	"64"
"-5490413544944086937"	"8652"
"-5490413544944086937"	"9902"
"-5490413544944086937"	"6106"
"-2222501069186758979"	"850"
"-2222501069186758979"	"819"
"-2222501069186758979"	"2189"
"280272277997118017"	"14635"
"-5479231618500312272"	"9491"
"-5479231618500312272"	"9918"
"-5479231618500312272"	"9920"
"-5479231618500312272"	"9917"
"-5479231618500312272"	"4995"
"-5479231618500312272"	"9916"
"-5479231618500312272"	"53"
"-5377867133964341860"	"10127"
"-5377867133964341860"	"10137"
"-5377867133964341860"	"10145"
"-5377867133964341860"	"10158"
"-5377867133964341860"	"10147"
"-5377867133964341860"	"10146"
"-5377867133964341860"	"10139"
"-5377867133964341860"	"10131"
"-5377867133964341860"	"10133"
"-5377867133964341860"	"10154"
"-5377867133964341860"	"10143"
"-5377867133964341860"	"10153"
"-5377867133964341860"	"10128"
"-5377867133964341860"	"10141"
"-5377867133964341860"	"7150"
"-5377867133964341860"	"4656"
"-5377867133964341860"	"3595"
"-5377867133964341860"	"10142"
"-5377867133964341860"	"7196"
"-5377867133964341860"	"6121"
"-7478524853152137733"	"792"
"-7478524853152137733"	"7070"
"-7478524853152137733"	"1507"
"-7478524853152137733"	"1150"
"5016133696991689047"	"14269"
"5016133696991689047"	"14270"
"5016133696991689047"	"61"
"5016133696991689047"	"16952"
"7900354501110065761"	"18169"
"7900354501110065761"	"1946"
"7900354501110065761"	"8394"
"7900354501110065761"	"15575"
"7900354501110065761"	"14809"
"7900354501110065761"	"18168"
"5729262198654758902"	"11254"
"5729262198654758902"	"5557"
"-6782447041087316008"	"8225"
"-6782447041087316008"	"4613"
"-6782447041087316008"	"2013"
"-6782447041087316008"	"2899"
"-6782447041087316008"	"2832"
"-6782447041087316008"	"2831"
"-6782447041087316008"	"7548"
"-1696656026908675474"	"13434"
"-1696656026908675474"	"13435"
"-1696656026908675474"	"1470"
"-1696656026908675474"	"13436"
"271678290460553006"	"14630"
"-3620399161639766887"	"2233"
"-3620399161639766887"	"2229"
"-3620399161639766887"	"1946"
"-3620399161639766887"	"2234"
"-3620399161639766887"	"1098"
"-3620399161639766887"	"2230"
"-849081801659546262"	"10428"
"-849081801659546262"	"13970"
"-849081801659546262"	"13971"
"-849081801659546262"	"8111"
"-849081801659546262"	"5049"
"-849081801659546262"	"13975"
