"Input Files Workflow ID"	"Input Files Workflow Level"	"Input Files "	"File ID"	"File Name"	"Creation Date"	"RT Range in min"	"Instrument Name"	"Software Revision"	"Ref File ID"	"Max Mass in Da"
"-116"	"1"	"962"	"F23"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_B6.raw"	"3/29/2023 7:51:18 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5726.79639"
"-116"	"1"	"963"	"F24"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_C5.raw"	"3/29/2023 12:56:00 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6117.23096"
"-116"	"1"	"964"	"F25"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_C6.raw"	"3/29/2023 10:18:31 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6295.37891"
"-116"	"1"	"965"	"F26"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_D5.raw"	"3/28/2023 8:01:37 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5651.76709"
"-116"	"1"	"966"	"F27"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_D7.raw"	"3/30/2023 8:07:19 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6161.07568"
"-116"	"1"	"967"	"F28"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_E5.raw"	"3/29/2023 1:12:30 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6375.00342"
"-116"	"1"	"968"	"F29"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_F5_bad.raw"	"3/29/2023 3:23:12 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6426.30859"
"-116"	"1"	"969"	"F30"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_H7.raw"	"3/30/2023 1:01:49 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6353.53955"
"-116"	"1"	"970"	"F31"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_J5.raw"	"3/29/2023 5:50:23 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6161.07959"
"-116"	"1"	"971"	"F32"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_J6.raw"	"3/30/2023 3:12:54 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6398.93262"
"-116"	"1"	"972"	"F33"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH1_K5_bad.raw"	"3/28/2023 10:28:49 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6357.09082"
"-116"	"1"	"973"	"F34"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_B7.raw"	"3/30/2023 4:26:30 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5846.55225"
"-116"	"1"	"974"	"F35"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_F7.raw"	"3/29/2023 11:32:07 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.84033"
"-116"	"1"	"975"	"F36"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_G5_bad.raw"	"3/29/2023 9:31:08 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6161.07031"
"-116"	"1"	"976"	"F37"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_G6.raw"	"3/30/2023 11:48:09 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6366.83398"
"-116"	"1"	"977"	"F38"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_H5.raw"	"3/29/2023 11:58:19 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6320.87256"
"-116"	"1"	"978"	"F39"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_H6.raw"	"3/30/2023 1:59:18 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6161.06592"
"-116"	"1"	"979"	"F40"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_I6.raw"	"3/30/2023 6:53:41 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6197.65625"
"-116"	"1"	"980"	"F41"	"Y:\2023\3\Payne_organoids\HFL1SC_2_Unhealthy_CH2_K7.raw"	"3/29/2023 9:04:56 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5586.47998"
"-116"	"1"	"981"	"F42"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_C2.raw"	"3/27/2023 7:27:08 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6147.07666"
"-116"	"1"	"982"	"F43"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_C3.raw"	"3/26/2023 4:09:55 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.63330"
"-116"	"1"	"983"	"F44"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_C4.raw"	"3/27/2023 2:32:27 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6315.26904"
"-116"	"1"	"984"	"F45"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_E3.raw"	"3/28/2023 5:16:31 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6145.02100"
"-116"	"1"	"985"	"F46"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_E4.raw"	"3/26/2023 1:42:37 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.83252"
"-116"	"1"	"986"	"F47"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_F4.raw"	"3/26/2023 4:26:31 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.09082"
"-116"	"1"	"987"	"F48"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_G4.raw"	"3/27/2023 4:59:47 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6334.56299"
"-116"	"1"	"988"	"F49"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_H3.raw"	"3/26/2023 6:53:51 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.61377"
"-116"	"1"	"989"	"F50"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I2.raw"	"3/27/2023 2:15:49 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.62500"
"-116"	"1"	"990"	"F51"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I3.raw"	"3/25/2023 11:15:16 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6303.00195"
"-116"	"1"	"991"	"F52"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_I4.raw"	"3/25/2023 8:47:57 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5884.83057"
"-116"	"1"	"992"	"F53"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_J4.raw"	"3/26/2023 9:21:10 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.62744"
"-116"	"1"	"993"	"F54"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K2.raw"	"3/27/2023 9:37:43 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.44531"
"-116"	"1"	"994"	"F55"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K3.raw"	"3/25/2023 1:25:59 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.15137"
"-116"	"1"	"995"	"F56"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH1_K4.raw"	"3/28/2023 7:43:49 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.13965"
"-116"	"1"	"996"	"F57"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B2.raw"	"3/26/2023 7:50:52 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6279.59375"
"-116"	"1"	"997"	"F58"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B3.raw"	"3/27/2023 3:29:28 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.06152"
"-116"	"1"	"998"	"F59"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_B4.raw"	"3/27/2023 10:51:24 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6295.90527"
"-116"	"1"	"999"	"F60"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_D3.raw"	"3/26/2023 3:12:51 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05713"
"-116"	"1"	"1000"	"F61"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_D4.raw"	"3/25/2023 2:39:37 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6290.92725"
"-116"	"1"	"1001"	"F62"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_E2.raw"	"3/28/2023 8:57:29 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6321.01318"
"-116"	"1"	"1002"	"F63"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_F3.raw"	"3/26/2023 12:28:57 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6335.56006"
"-116"	"1"	"1003"	"F64"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_G3.raw"	"3/27/2023 1:18:43 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05322"
"-116"	"1"	"1004"	"F65"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_H2.raw"	"3/27/2023 3:46:05 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.14551"
"-116"	"1"	"1005"	"F66"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_H4.raw"	"3/26/2023 12:45:30 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6187.91797"
"-116"	"1"	"1006"	"F67"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_J2.raw"	"3/26/2023 10:34:49 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6296.90869"
"-116"	"1"	"1007"	"F68"	"Y:\2023\3\Payne_organoids\HFL1SC_Healthy_CH2_J3.raw"	"3/28/2023 4:02:51 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6146.05664"
"-116"	"1"	"1008"	"F69"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_B5.raw"	"3/28/2023 10:11:10 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6036.59912"
"-116"	"1"	"1009"	"F70"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_C7.raw"	"3/28/2023 2:49:13 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08789"
"-116"	"1"	"1010"	"F71"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_D5.raw"	"3/26/2023 11:31:51 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.63037"
"-116"	"1"	"1011"	"F72"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_F6.raw"	"3/26/2023 11:48:30 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08936"
"-116"	"1"	"1012"	"F73"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH1_K5.raw"	"3/25/2023 6:20:38 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.83154"
"-116"	"1"	"1013"	"F74"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_B7.raw"	"3/25/2023 12:12:18 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6291.95703"
"-116"	"1"	"1014"	"F75"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_D6.raw"	"3/27/2023 8:40:48 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6304.06250"
"-116"	"1"	"1015"	"F76"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_D7.raw"	"3/28/2023 1:35:30 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6297.43604"
"-116"	"1"	"1016"	"F77"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_E6.raw"	"3/25/2023 7:34:16 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6329.01855"
"-116"	"1"	"1017"	"F78"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_F7.raw"	"3/27/2023 5:56:46 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.46924"
"-116"	"1"	"1018"	"F79"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_G7.raw"	"3/27/2023 11:08:08 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6364.15137"
"-116"	"1"	"1019"	"F80"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_I5.raw"	"3/26/2023 2:56:16 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6019.46338"
"-116"	"1"	"1020"	"F81"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_I6.raw"	"3/27/2023 1:02:09 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6018.44043"
"-116"	"1"	"1021"	"F82"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J5.raw"	"3/27/2023 8:24:05 AM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6052.08594"
"-116"	"1"	"1022"	"F83"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J6.raw"	"3/27/2023 6:13:26 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"5986.83252"
"-116"	"1"	"1023"	"F84"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_J7.raw"	"3/25/2023 5:06:57 PM"	"0.00 - 65.01"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6365.16699"
"-116"	"1"	"1024"	"F85"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_K6.raw"	"3/28/2023 6:30:09 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6332.61084"
"-116"	"1"	"1025"	"F86"	"Y:\2023\3\Payne_organoids\HFL1SC_Unhealthy_CH2_K7.raw"	"3/26/2023 8:07:29 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6290.93457"
"-116"	"1"	"1026"	"F87"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH1_B16.raw"	"3/24/2023 10:42:02 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6334.52832"
"-116"	"1"	"1027"	"F88"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH1_B18.raw"	"3/25/2023 3:36:41 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6333.50146"
"-116"	"1"	"1028"	"F89"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Healthy_CH2_B17.raw"	"3/24/2023 11:55:41 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6158.03662"
"-116"	"1"	"1029"	"F90"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Unhealthy_CH1_D16.raw"	"3/25/2023 8:31:19 AM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6037.60547"
"-116"	"1"	"1030"	"F91"	"Y:\2023\3\Payne_organoids\Psuedo-bulk_Unhealthy_CH2_D17.raw"	"3/24/2023 9:28:22 PM"	"0.00 - 65.00"	"Orbitrap Exploris Slot #0081"	"4.1-4.1.292.16/4.1.335.19"	"F4"	"6334.52930"
