"Peptide Groups Peptide Group ID"	"Consensus Features "
"8496"	"458024"
"8520"	"146396"
"8555"	"358485"
"8556"	"354930"
"8566"	"281482"
"8566"	"462987"
"7959"	"122127"
"7959"	"362447"
"7959"	"362448"
"7960"	"196551"
"7960"	"196552"
"7960"	"353854"
"7961"	"343031"
"7961"	"489452"
"7970"	"425362"
"7974"	"188975"
"7974"	"188976"
"7983"	"176989"
"7985"	"333944"
"7985"	"486360"
"7996"	"472017"
"8000"	"411883"
"8005"	"243375"
"8008"	"255210"
"8023"	"314258"
"8041"	"478027"
"8044"	"374566"
"8045"	"485940"
"8057"	"256337"
"8065"	"331822"
"8072"	"310610"
"8094"	"461915"
"8112"	"336921"
"8149"	"274202"
"8579"	"278502"
"8606"	"291215"
"8612"	"374569"
"8921"	"234615"
"8923"	"226983"
"8924"	"228727"
"8925"	"357632"
"8925"	"493322"
"8941"	"426726"
"8947"	"219046"
"8957"	"432840"
"8967"	"480072"
"8967"	"480073"
"8970"	"440587"
"8973"	"443725"
"8995"	"272650"
"8999"	"259919"
"8999"	"259921"
"9005"	"220365"
"9021"	"469091"
"9027"	"296064"
"9069"	"311420"
"9093"	"242797"
"9113"	"414284"
"9113"	"414285"
"9190"	"281217"
"9244"	"210855"
"8918"	"216879"
"8885"	"437383"
"8878"	"420856"
"8613"	"258056"
"8614"	"97875"
"8625"	"280868"
"8631"	"473282"
"8635"	"290961"
"8635"	"468129"
"8650"	"144898"
"8656"	"376031"
"8658"	"314989"
"8658"	"479447"
"7954"	"440379"
"8671"	"207179"
"8717"	"204690"
"8717"	"413938"
"8759"	"255061"
"8789"	"389626"
"8801"	"353861"
"8817"	"162094"
"8835"	"451217"
"8846"	"480076"
"8854"	"504976"
"8854"	"504979"
"8861"	"488144"
"8871"	"347352"
"8871"	"347354"
"8872"	"353337"
"8872"	"353340"
"10596"	"460961"
"5243"	"140351"
"5218"	"410846"
"1684"	"317433"
"1684"	"317434"
"1685"	"383912"
"1687"	"339854"
"1688"	"333805"
"1690"	"324972"
"1690"	"482801"
"1691"	"205945"
"1691"	"361489"
"1697"	"454029"
"1753"	"464924"
"1762"	"265400"
"1762"	"265401"
"1762"	"265403"
"1766"	"404773"
"1773"	"169670"
"1793"	"469067"
"1816"	"507281"
"1827"	"350316"
"1841"	"164227"
"1841"	"389539"
"1842"	"201231"
"1853"	"214024"
"1876"	"162268"
"1876"	"162468"
"1879"	"441477"
"1909"	"218178"
"1909"	"218179"
"1630"	"333342"
"1630"	"486010"
"1924"	"296548"
"1623"	"377657"
"1364"	"414672"
"1365"	"243744"
"1400"	"331450"
"1447"	"253153"
"1467"	"411061"
"1478"	"168413"
"1491"	"150148"
"1496"	"107977"
"1497"	"226645"
"1503"	"259241"
"1515"	"190347"
"1524"	"118899"
"1524"	"118906"
"1534"	"369804"
"1542"	"441544"
"1543"	"361704"
"1543"	"494515"
"1551"	"410817"
"1569"	"244088"
"1596"	"177634"
"1597"	"154928"
"1599"	"280520"
"1622"	"101357"
"2107"	"470683"
"2126"	"211916"
"2130"	"382268"
"2192"	"434636"
"2227"	"327262"
"2237"	"226609"
"2264"	"409495"
"2264"	"409497"
"2265"	"259173"
"2271"	"384224"
"2282"	"168345"
"2286"	"156761"
"2295"	"437876"
"2309"	"410786"
"2309"	"410787"
"2310"	"451761"
"2310"	"451762"
"2318"	"331806"
"2334"	"143259"
"2354"	"328791"
"2354"	"484505"
"2371"	"263527"
"2383"	"298033"
"2390"	"330202"
"2402"	"313639"
"2412"	"298653"
"2412"	"298717"
"2412"	"298718"
"2412"	"298719"
"2412"	"298721"
"2412"	"298722"
"2412"	"298779"
"2412"	"298780"
"2412"	"298781"
"2412"	"298782"
"2412"	"298783"
"2412"	"298784"
"2412"	"298785"
"2412"	"298786"
"2412"	"298787"
"2412"	"298788"
"2412"	"298789"
"2412"	"298790"
"2412"	"298845"
"2412"	"298846"
"2412"	"298848"
"2412"	"298849"
"2412"	"298850"
"2412"	"298851"
"2412"	"298852"
"2412"	"298854"
"2412"	"298855"
"2412"	"298856"
"2412"	"298857"
"2412"	"298862"
"2412"	"298930"
"2412"	"298931"
"2412"	"298935"
"2106"	"210113"
"2106"	"417058"
"1947"	"289341"
"2099"	"211952"
"2097"	"233806"
"2097"	"233913"
"1971"	"515842"
"1978"	"283322"
"1980"	"204511"
"1982"	"262029"
"1983"	"204012"
"1986"	"84336"
"1998"	"359667"
"1999"	"156951"
"2000"	"245680"
"2024"	"168345"
"2024"	"168347"
"2034"	"189180"
"2037"	"375520"
"2037"	"375523"
"2039"	"305554"
"2039"	"437425"
"2039"	"437473"
"2040"	"364119"
"2040"	"364121"
"2041"	"411529"
"2042"	"299671"
"2043"	"406789"
"2043"	"406793"
"2043"	"508860"
"2043"	"508861"
"2043"	"508862"
"2043"	"508863"
"2043"	"508864"
"2044"	"428478"
"2044"	"428482"
"2044"	"428483"
"2044"	"514758"
"2044"	"514759"
"2044"	"514764"
"2059"	"430381"
"2060"	"117423"
"2073"	"319231"
"2074"	"442088"
"2076"	"349150"
"2076"	"349258"
"2098"	"209661"
"1348"	"261979"
"1348"	"452972"
"1330"	"336805"
"1330"	"336806"
"1330"	"336807"
"1330"	"336808"
"1330"	"336889"
"1327"	"260845"
"446"	"225780"
"459"	"338548"
"490"	"492959"
"491"	"376388"
"508"	"378321"
"508"	"500589"
"520"	"440041"
"530"	"383095"
"531"	"416323"
"542"	"218825"
"546"	"332790"
"547"	"170794"
"601"	"241857"
"602"	"386297"
"706"	"43299"
"706"	"43300"
"706"	"43302"
"706"	"43303"
"706"	"43304"
"706"	"43305"
"706"	"43573"
"706"	"43574"
"706"	"43576"
"706"	"43577"
"706"	"43578"
"706"	"43582"
"706"	"43583"
"706"	"43903"
"706"	"43905"
"706"	"43906"
"706"	"44254"
"707"	"469311"
"719"	"302247"
"724"	"303520"
"744"	"283563"
"436"	"360895"
"752"	"231939"
"433"	"369713"
"15"	"206921"
"103"	"444287"
"139"	"168005"
"168"	"468731"
"171"	"235009"
"222"	"234213"
"222"	"234214"
"224"	"148361"
"253"	"248809"
"258"	"217438"
"317"	"226697"
"321"	"286832"
"332"	"384187"
"334"	"143010"
"338"	"317496"
"371"	"388989"
"376"	"347441"
"408"	"379790"
"409"	"300988"
"414"	"209480"
"773"	"166312"
"807"	"226679"
"1078"	"131991"
"1081"	"272601"
"1095"	"499852"
"1104"	"271130"
"1104"	"271225"
"1122"	"302541"
"1163"	"261952"
"1164"	"271216"
"1165"	"93957"
"1208"	"383458"
"1208"	"383459"
"1208"	"501938"
"1208"	"501939"
"1211"	"185834"
"1224"	"190351"
"1224"	"190352"
"1232"	"194143"
"1250"	"349815"
"1277"	"240662"
"1282"	"202851"
"1315"	"411818"
"1315"	"510481"
"1316"	"326815"
"1075"	"301219"
"1073"	"357740"
"1071"	"346338"
"1059"	"405481"
"818"	"296574"
"824"	"115146"
"824"	"357936"
"831"	"474486"
"831"	"474487"
"834"	"263974"
"873"	"327468"
"876"	"314234"
"878"	"155117"
"896"	"244133"
"903"	"404393"
"911"	"178753"
"912"	"488626"
"912"	"488655"
"2413"	"438223"
"2413"	"516811"
"916"	"76571"
"935"	"50464"
"941"	"166879"
"953"	"177221"
"957"	"248050"
"962"	"265535"
"991"	"217073"
"1017"	"313642"
"1032"	"204813"
"1043"	"396244"
"1045"	"451304"
"5227"	"188421"
"2414"	"424268"
"2418"	"335880"
"2418"	"335881"
"4208"	"260255"
"4208"	"260256"
"4218"	"352754"
"4261"	"434702"
"4261"	"516132"
"4278"	"363051"
"4303"	"309849"
"4333"	"186863"
"4333"	"186929"
"4333"	"186930"
"4333"	"186931"
"4358"	"272847"
"4380"	"393955"
"4380"	"394009"
"4389"	"204906"
"4409"	"307695"
"4409"	"476260"
"4412"	"367466"
"4413"	"302306"
"4428"	"446345"
"4458"	"360418"
"4458"	"494044"
"4459"	"179203"
"4467"	"274274"
"4467"	"458896"
"4472"	"427631"
"4496"	"245605"
"4187"	"418000"
"4547"	"420214"
"4183"	"373274"
"4183"	"373325"
"4050"	"359324"
"3854"	"153612"
"3857"	"212012"
"3882"	"104276"
"3898"	"356606"
"3899"	"414482"
"3922"	"257410"
"3932"	"196994"
"3956"	"361875"
"3956"	"494555"
"3963"	"455255"
"3975"	"404576"
"3989"	"214678"
"3998"	"221015"
"4023"	"148643"
"4024"	"306245"
"4026"	"257547"
"4182"	"309303"
"3837"	"242903"
"4552"	"173752"
"5030"	"345938"
"5030"	"345939"
"5048"	"85653"
"5048"	"85656"
"5056"	"210842"
"5060"	"44783"
"5069"	"301420"
"5070"	"232890"
"5070"	"232974"
"5075"	"273767"
"5083"	"234213"
"5083"	"234214"
"5084"	"379229"
"5089"	"199501"
"5089"	"199502"
"5089"	"199503"
"5089"	"199505"
"5089"	"199506"
"5089"	"199507"
"5089"	"199508"
"5089"	"199509"
"5089"	"199579"
"5089"	"199580"
"5092"	"160252"
"5119"	"229017"
"5122"	"58808"
"5146"	"415061"
"5148"	"153159"
"5165"	"328613"
"5172"	"348903"
"5176"	"207373"
"5206"	"458535"
"5022"	"123645"
"4566"	"381632"
"5009"	"339075"
"4995"	"315574"
"4597"	"226287"
"4601"	"422080"
"4663"	"257128"
"4763"	"351313"
"4789"	"166739"
"4795"	"300079"
"4795"	"300080"
"4801"	"219255"
"4801"	"219256"
"4801"	"219257"
"4801"	"219258"
"4801"	"219261"
"4801"	"219262"
"4802"	"233917"
"4804"	"160472"
"4804"	"160473"
"4819"	"110409"
"4833"	"399391"
"4862"	"320575"
"4888"	"470006"
"4889"	"427065"
"4891"	"431679"
"4909"	"298002"
"4911"	"9919"
"4916"	"311584"
"4916"	"311586"
"4921"	"200019"
"4925"	"96127"
"4942"	"335406"
"4982"	"110686"
"4982"	"110687"
"4983"	"189530"
"4983"	"347369"
"4998"	"186618"
"3827"	"33221"
"3827"	"313394"
"3811"	"255807"
"3809"	"390301"
"2887"	"245444"
"2896"	"194257"
"2896"	"194258"
"2923"	"360760"
"2927"	"51706"
"2964"	"199376"
"3028"	"259075"
"3034"	"179869"
"3034"	"179870"
"3041"	"274165"
"3041"	"274167"
"3043"	"178307"
"3043"	"178308"
"3043"	"178455"
"3058"	"264953"
"3077"	"248074"
"3077"	"248132"
"3093"	"183456"
"3093"	"183462"
"3104"	"400467"
"3122"	"456528"
"3123"	"396380"
"3169"	"305413"
"3173"	"316444"
"3183"	"282823"
"3214"	"158737"
"3228"	"213151"
"2867"	"240732"
"2851"	"369138"
"2836"	"94320"
"2836"	"94321"
"2836"	"94322"
"2419"	"453143"
"2420"	"451268"
"2423"	"394876"
"2439"	"417398"
"2440"	"325945"
"2442"	"398587"
"2505"	"174069"
"2523"	"458024"
"2531"	"259844"
"2543"	"321194"
"2564"	"217791"
"2585"	"432361"
"2586"	"311454"
"2589"	"362642"
"2589"	"362722"
"2589"	"494897"
"2589"	"494942"
"2589"	"494943"
"2662"	"257841"
"2665"	"280225"
"2726"	"402051"
"2732"	"249027"
"2764"	"247542"
"2792"	"293670"
"2816"	"318610"
"2816"	"480779"
"2829"	"224892"
"2847"	"204562"
"2847"	"204563"
"3241"	"273525"
"3597"	"307499"
"3602"	"216807"
"3637"	"393419"
"3666"	"232367"
"3671"	"189068"
"3671"	"189069"
"3676"	"492745"
"3677"	"394752"
"3681"	"177360"
"3713"	"136801"
"3713"	"136802"
"3714"	"297322"
"3732"	"292928"
"3739"	"464135"
"3741"	"173333"
"3742"	"396469"
"3744"	"289636"
"3757"	"362718"
"3784"	"274264"
"3791"	"328660"
"3792"	"371767"
"3793"	"349050"
"3801"	"36850"
"3801"	"249177"
"3595"	"170873"
"3543"	"321156"
"3540"	"209564"
"3539"	"337481"
"3301"	"238030"
"3315"	"231882"
"3327"	"296771"
"3329"	"417448"
"3329"	"512205"
"3333"	"262472"
"3341"	"249128"
"3346"	"258867"
"3359"	"225606"
"3367"	"467223"
"3381"	"434205"
"3381"	"434206"
"3381"	"434207"
"2415"	"318951"
"3389"	"439785"
"3442"	"469704"
"3459"	"463905"
"3483"	"427869"
"3486"	"330007"
"3488"	"225892"
"3492"	"117271"
"3505"	"169971"
"3508"	"400114"
"3510"	"296464"
"3391"	"384540"
"10608"	"395874"
"18140"	"433047"
"18147"	"221587"
"18151"	"426199"
"18202"	"352856"
"18225"	"281072"
"18225"	"281073"
"18225"	"281075"
"18229"	"120890"
"18229"	"120891"
"18229"	"120893"
"18229"	"121060"
"18249"	"274982"
"18266"	"389643"
"18287"	"410531"
"18296"	"254622"
"18305"	"180172"
"18305"	"180337"
"18305"	"180338"
"18306"	"221678"
"18307"	"203545"
"18319"	"298068"
"18329"	"264587"
"18329"	"264589"
"18341"	"278662"
"18363"	"253493"
"18363"	"446583"
"18371"	"243723"
"18394"	"253195"
"18400"	"250331"
"18404"	"444483"
"18138"	"239806"
"18414"	"310255"
"18133"	"278059"
"18121"	"359870"
"17899"	"481278"
"17901"	"346353"
"17906"	"298347"
"17915"	"226693"
"17941"	"297618"
"17949"	"273553"
"17949"	"273555"
"17960"	"273561"
"17977"	"326557"
"17981"	"358061"
"18034"	"178692"
"18034"	"178693"
"18045"	"92921"
"18045"	"342400"
"18072"	"145441"
"18072"	"145445"
"18072"	"145541"
"18076"	"468902"
"18108"	"241107"
"18112"	"86575"
"18119"	"346631"
"18130"	"314241"
"17894"	"472669"
"19302"	"279759"
"19314"	"356481"
"19338"	"266864"
"19390"	"308504"
"19417"	"229858"
"19425"	"334580"
"19425"	"334692"
"19435"	"310217"
"19455"	"327111"
"19464"	"128352"
"19492"	"350484"
"19503"	"80946"
"19503"	"335804"
"19506"	"233220"
"19524"	"145329"
"19524"	"145330"
"19545"	"298842"
"19610"	"395868"
"19610"	"395869"
"19613"	"180328"
"19619"	"296513"
"19624"	"115541"
"19639"	"412299"
"19301"	"279678"
"18512"	"300032"
"19173"	"236247"
"18527"	"210270"
"18527"	"417130"
"18536"	"214249"
"18539"	"292904"
"18540"	"318499"
"18577"	"299233"
"18612"	"147127"
"18612"	"379265"
"18618"	"101628"
"18655"	"240075"
"18655"	"437363"
"18671"	"103294"
"18671"	"349498"
"18751"	"278272"
"18751"	"278274"
"18760"	"93657"
"18766"	"264764"
"18766"	"410838"
"18769"	"285259"
"18869"	"28753"
"18869"	"310732"
"18904"	"336982"
"18961"	"243407"
"19036"	"258255"
"19070"	"405024"
"19070"	"405025"
"19098"	"248708"
"19149"	"439186"
"19151"	"308423"
"19151"	"308424"
"19167"	"284055"
"17887"	"488499"
"17876"	"105818"
"17873"	"73599"
"16805"	"367851"
"16811"	"244745"
"16811"	"244746"
"16815"	"318326"
"16820"	"444463"
"16820"	"444464"
"16820"	"444465"
"16820"	"444466"
"16820"	"444467"
"16820"	"444535"
"16820"	"444539"
"16860"	"363875"
"16947"	"243604"
"16947"	"243605"
"16993"	"208598"
"16993"	"416581"
"17005"	"321601"
"17005"	"321602"
"17005"	"321608"
"17028"	"401862"
"17028"	"401863"
"17063"	"391525"
"17063"	"391529"
"17146"	"424321"
"17222"	"492374"
"17239"	"471565"
"17247"	"288032"
"17251"	"377148"
"17251"	"377149"
"17253"	"307199"
"17268"	"390407"
"17287"	"359318"
"16802"	"234677"
"17309"	"399785"
"16774"	"386440"
"16762"	"389478"
"16571"	"180008"
"16573"	"209375"
"16573"	"209379"
"16574"	"334769"
"16602"	"455675"
"16607"	"388475"
"16608"	"413690"
"16609"	"450452"
"16610"	"488625"
"16624"	"385044"
"16624"	"385150"
"16632"	"212116"
"16634"	"270979"
"16637"	"233856"
"16643"	"437043"
"16676"	"323379"
"16684"	"218073"
"16694"	"195561"
"16694"	"195562"
"16706"	"328771"
"16710"	"264592"
"16712"	"482856"
"16713"	"229662"
"16713"	"229664"
"16713"	"229744"
"16718"	"241882"
"17332"	"366667"
"17332"	"496431"
"17343"	"288554"
"17354"	"211874"
"17675"	"263020"
"17675"	"263021"
"17676"	"401949"
"17678"	"517330"
"17710"	"369264"
"17710"	"369265"
"17712"	"468564"
"17734"	"414359"
"17744"	"411457"
"17754"	"202356"
"17758"	"417080"
"17758"	"417081"
"17761"	"261890"
"17763"	"456622"
"17782"	"319242"
"17818"	"243069"
"17819"	"220946"
"17832"	"405077"
"17836"	"216632"
"17836"	"216633"
"17863"	"369872"
"17865"	"457971"
"17870"	"172330"
"17870"	"172331"
"17674"	"309323"
"17659"	"268430"
"17655"	"343811"
"17362"	"328517"
"17362"	"328518"
"17384"	"456112"
"17410"	"392240"
"17411"	"420286"
"17447"	"329341"
"17462"	"192698"
"17470"	"225838"
"17481"	"293577"
"17494"	"420354"
"17518"	"321601"
"17518"	"321608"
"19652"	"288658"
"17548"	"165697"
"17568"	"345940"
"17568"	"345941"
"17569"	"340031"
"17570"	"333929"
"17570"	"333930"
"17597"	"104537"
"17601"	"359320"
"17650"	"368061"
"16568"	"337436"
"19662"	"320272"
"19662"	"320326"
"19674"	"225343"
"21742"	"231576"
"21769"	"416123"
"21801"	"417078"
"21811"	"398833"
"21812"	"396497"
"21816"	"434204"
"21821"	"409491"
"21823"	"316325"
"21830"	"326178"
"21874"	"354085"
"21880"	"361407"
"21896"	"249284"
"21921"	"484939"
"21929"	"356460"
"21935"	"247977"
"21946"	"369751"
"21946"	"369753"
"21946"	"369754"
"21946"	"369755"
"21946"	"369838"
"21955"	"274192"
"21988"	"148605"
"21737"	"506983"
"21730"	"442554"
"21705"	"345738"
"21497"	"326249"
"21526"	"229181"
"21526"	"430793"
"21534"	"332627"
"21566"	"325064"
"21568"	"232069"
"21568"	"432614"
"21569"	"229280"
"21569"	"430907"
"21582"	"182437"
"21585"	"280462"
"21592"	"442204"
"21624"	"363975"
"21648"	"216984"
"21649"	"287225"
"21656"	"440586"
"21665"	"202642"
"21687"	"426678"
"21687"	"514419"
"21691"	"251789"
"21717"	"376485"
"21717"	"500126"
"22035"	"153667"
"22035"	"153668"
"22035"	"153672"
"22035"	"153673"
"22035"	"383736"
"22035"	"383737"
"22115"	"295549"
"22422"	"361502"
"22436"	"435235"
"22439"	"308290"
"22442"	"33622"
"22442"	"33624"
"22480"	"432115"
"22502"	"243240"
"22502"	"439245"
"22518"	"66412"
"22527"	"366662"
"22574"	"142003"
"22578"	"417967"
"22585"	"419349"
"22589"	"254711"
"22612"	"196197"
"22619"	"14109"
"22619"	"304413"
"22620"	"357185"
"22627"	"305007"
"22662"	"424189"
"22662"	"424190"
"22668"	"439636"
"22686"	"269954"
"22698"	"448748"
"22698"	"448750"
"22698"	"448751"
"22728"	"238291"
"22047"	"479039"
"22376"	"426174"
"22376"	"426244"
"22354"	"131751"
"22144"	"478154"
"22151"	"326703"
"22152"	"351517"
"22153"	"179744"
"22153"	"179745"
"22153"	"179746"
"22154"	"257738"
"22155"	"233545"
"22166"	"164483"
"22166"	"390312"
"22170"	"387568"
"22213"	"238306"
"22221"	"247578"
"22222"	"179739"
"22229"	"449589"
"22263"	"322603"
"22264"	"279673"
"22264"	"279675"
"22290"	"389498"
"22309"	"482521"
"22311"	"328716"
"22311"	"484470"
"22360"	"237624"
"22360"	"435673"
"21420"	"336656"
"21420"	"336730"
"21414"	"309684"
"21414"	"309754"
"20363"	"183119"
"20364"	"404321"
"20366"	"253976"
"20373"	"145490"
"20373"	"377656"
"20414"	"331897"
"20465"	"252377"
"20467"	"231138"
"20467"	"431834"
"20478"	"409386"
"20530"	"288822"
"20596"	"342221"
"20596"	"342264"
"20597"	"169032"
"20597"	"393210"
"20608"	"306734"
"20610"	"404132"
"20641"	"241408"
"20657"	"256448"
"20690"	"403607"
"20690"	"507978"
"20707"	"223415"
"20737"	"386846"
"19714"	"422390"
"19732"	"462623"
"19732"	"462624"
"19732"	"512787"
"19732"	"512788"
"19732"	"512789"
"19732"	"512804"
"19769"	"241383"
"19869"	"406712"
"19877"	"260413"
"19894"	"300525"
"19898"	"319564"
"19928"	"453994"
"19948"	"295266"
"19977"	"376089"
"20006"	"411007"
"20006"	"510174"
"20007"	"432186"
"20057"	"397310"
"20102"	"292474"
"20102"	"426881"
"20126"	"226058"
"20150"	"153303"
"20167"	"229212"
"20170"	"363510"
"20234"	"236638"
"20748"	"248075"
"21173"	"205139"
"21178"	"272783"
"21187"	"261888"
"21223"	"348762"
"21223"	"348800"
"21233"	"212272"
"21235"	"392327"
"21278"	"333370"
"21289"	"192181"
"21290"	"265415"
"21291"	"369270"
"21298"	"425865"
"21299"	"385385"
"21319"	"358301"
"21320"	"448825"
"21320"	"448826"
"21324"	"304815"
"21324"	"436908"
"21325"	"231143"
"21325"	"231144"
"21356"	"241074"
"21360"	"77381"
"21361"	"313164"
"21361"	"442196"
"21391"	"319936"
"21398"	"351991"
"21410"	"426675"
"21132"	"219777"
"21125"	"467007"
"21108"	"277039"
"21084"	"116849"
"20855"	"243687"
"20861"	"367178"
"20883"	"454365"
"19663"	"155961"
"19663"	"384634"
"19663"	"384635"
"20910"	"356071"
"20934"	"480377"
"20959"	"370448"
"21003"	"327103"
"21005"	"148676"
"21005"	"148730"
"21006"	"235190"
"21012"	"326036"
"21022"	"334242"
"21042"	"197804"
"21042"	"410386"
"21050"	"283621"
"21073"	"226636"
"20913"	"365733"
"20913"	"496197"
"16558"	"367407"
"16533"	"219331"
"16533"	"219337"
"12291"	"363632"
"12341"	"441699"
"12346"	"309627"
"12350"	"174055"
"12367"	"310361"
"12385"	"308323"
"12390"	"417834"
"12404"	"348162"
"12429"	"457960"
"12439"	"388159"
"12442"	"363186"
"12442"	"363263"
"12442"	"495069"
"12459"	"386409"
"12462"	"297242"
"12464"	"365348"
"12465"	"295604"
"12465"	"295605"
"12465"	"470547"
"12484"	"203054"
"12507"	"316449"
"12508"	"220719"
"12508"	"220722"
"12508"	"220851"
"12508"	"220852"
"12516"	"239939"
"12523"	"161885"
"12524"	"280253"
"12288"	"319937"
"12546"	"418385"
"12256"	"322151"
"12256"	"322152"
"11915"	"478399"
"11920"	"83373"
"11920"	"336631"
"11923"	"330359"
"11936"	"410391"
"11939"	"226965"
"11957"	"481511"
"11995"	"170160"
"11995"	"170161"
"12016"	"445097"
"12042"	"161897"
"12042"	"389428"
"12049"	"488327"
"12068"	"410558"
"12081"	"325726"
"12128"	"311548"
"12161"	"398911"
"12178"	"440919"
"12227"	"238314"
"12227"	"436568"
"12233"	"281006"
"12237"	"405584"
"12238"	"201813"
"12238"	"201815"
"12268"	"402958"
"12268"	"507446"
"11909"	"195415"
"12552"	"171124"
"12810"	"461925"
"12821"	"353465"
"12832"	"265494"
"12855"	"222594"
"12855"	"222665"
"12855"	"222668"
"12869"	"467710"
"12873"	"316423"
"12879"	"456065"
"12886"	"305311"
"12900"	"197020"
"12942"	"468172"
"12973"	"93407"
"12976"	"360532"
"12978"	"423821"
"12993"	"310274"
"13033"	"265579"
"13054"	"324960"
"13059"	"368735"
"13068"	"166534"
"12798"	"356693"
"12576"	"242792"
"12797"	"333024"
"12781"	"177792"
"12591"	"386263"
"12591"	"502848"
"12598"	"360982"
"12617"	"125013"
"12625"	"227652"
"12634"	"428148"
"12636"	"384026"
"12649"	"419751"
"12658"	"415963"
"12658"	"415965"
"12658"	"415966"
"12671"	"271563"
"12677"	"336011"
"12687"	"191921"
"12687"	"191922"
"12694"	"340920"
"12704"	"177387"
"12722"	"351896"
"12722"	"351897"
"12723"	"180631"
"12723"	"400560"
"12725"	"372812"
"12726"	"210700"
"12730"	"252539"
"12755"	"492832"
"12769"	"103383"
"12770"	"294726"
"12794"	"445596"
"11901"	"158729"
"11901"	"158734"
"11901"	"158735"
"11900"	"207094"
"11900"	"415477"
"11899"	"339597"
"11899"	"339666"
"11047"	"287995"
"11054"	"344275"
"11056"	"418651"
"11064"	"294203"
"11069"	"460205"
"11081"	"219207"
"11107"	"421479"
"11142"	"226844"
"11157"	"239845"
"11167"	"297269"
"11171"	"183235"
"11178"	"445260"
"11201"	"494508"
"11219"	"257017"
"11219"	"257018"
"11228"	"397988"
"11230"	"368475"
"11256"	"190491"
"11259"	"169666"
"11282"	"357653"
"11030"	"339648"
"10660"	"402197"
"10660"	"489407"
"10670"	"294255"
"10687"	"178465"
"10687"	"399788"
"10688"	"2661"
"10688"	"232344"
"10693"	"300999"
"10693"	"301000"
"10693"	"301001"
"10693"	"301002"
"10693"	"433494"
"10725"	"462003"
"10748"	"265347"
"10756"	"241113"
"10763"	"292398"
"10772"	"399515"
"10774"	"150041"
"10774"	"381499"
"10781"	"196914"
"10783"	"61247"
"10792"	"221017"
"10794"	"390734"
"10816"	"320960"
"10836"	"274050"
"10844"	"430816"
"10852"	"334493"
"10852"	"334497"
"10866"	"241812"
"10889"	"398121"
"10930"	"363118"
"10956"	"327479"
"10998"	"392515"
"11290"	"211878"
"11290"	"211879"
"11296"	"275544"
"11296"	"275592"
"11296"	"275593"
"11706"	"404410"
"11709"	"241977"
"11709"	"241979"
"11759"	"212892"
"11764"	"362189"
"11784"	"144772"
"11784"	"144773"
"11787"	"205585"
"11787"	"205586"
"11791"	"384700"
"11795"	"224953"
"11815"	"298807"
"11820"	"448494"
"11822"	"331035"
"11826"	"216412"
"11841"	"248916"
"11841"	"248917"
"11843"	"226665"
"11854"	"120811"
"11854"	"362038"
"11874"	"454014"
"11891"	"164494"
"11891"	"164552"
"11891"	"390337"
"11891"	"390338"
"11891"	"390370"
"11896"	"408148"
"11668"	"293574"
"11659"	"175105"
"11659"	"175106"
"11617"	"222976"
"11617"	"222977"
"11617"	"222980"
"11298"	"267417"
"11298"	"267420"
"11298"	"267484"
"11298"	"267557"
"11298"	"267558"
"11298"	"267559"
"11298"	"267560"
"11298"	"267561"
"11298"	"267562"
"11298"	"267564"
"11298"	"267565"
"11298"	"267566"
"11298"	"267567"
"11298"	"267645"
"11298"	"267646"
"11298"	"267647"
"11298"	"267648"
"11298"	"267649"
"11298"	"267650"
"11298"	"267653"
"11298"	"267654"
"11298"	"267655"
"11298"	"267656"
"11298"	"267657"
"11298"	"267740"
"11299"	"126301"
"11299"	"365146"
"11300"	"329458"
"11300"	"329512"
"11300"	"455174"
"11301"	"283434"
"11303"	"283434"
"11305"	"291319"
"11305"	"291320"
"11305"	"291321"
"11305"	"291375"
"11305"	"291377"
"11305"	"291378"
"11305"	"291380"
"11305"	"291381"
"11305"	"291382"
"11305"	"291383"
"11305"	"291384"
"11305"	"291385"
"11305"	"291451"
"11305"	"291453"
"11305"	"291454"
"11305"	"291455"
"11305"	"291456"
"11305"	"291457"
"11305"	"291458"
"11305"	"291463"
"11306"	"348278"
"11325"	"412108"
"11357"	"169227"
"11357"	"392808"
"11372"	"387863"
"13072"	"202956"
"11380"	"406613"
"11380"	"406614"
"11407"	"237113"
"11450"	"140912"
"11450"	"314164"
"11451"	"248062"
"11451"	"248063"
"11451"	"248065"
"11451"	"248067"
"11452"	"271559"
"11452"	"271713"
"11452"	"414645"
"11460"	"265790"
"11522"	"235913"
"11522"	"235914"
"11522"	"235919"
"11528"	"383293"
"11541"	"439531"
"11557"	"284936"
"11567"	"431472"
"11590"	"451962"
"11590"	"518363"
"11387"	"226316"
"11387"	"226317"
"11387"	"427040"
"13104"	"332805"
"13110"	"383975"
"15705"	"427067"
"15707"	"390008"
"15723"	"292681"
"15723"	"292682"
"15723"	"292684"
"15723"	"292685"
"15723"	"292787"
"15723"	"292788"
"15723"	"292790"
"15723"	"292791"
"15723"	"292792"
"15723"	"292793"
"15723"	"292794"
"15723"	"292876"
"15723"	"292877"
"15723"	"292879"
"15723"	"292881"
"15723"	"292882"
"15723"	"292883"
"15723"	"292939"
"15723"	"292941"
"15725"	"153756"
"15725"	"383116"
"15731"	"237425"
"15735"	"229696"
"15738"	"307794"
"15739"	"356864"
"15754"	"320320"
"15758"	"267591"
"15814"	"223314"
"15820"	"285551"
"15820"	"285557"
"15831"	"227891"
"15841"	"190810"
